"date","Wyoming/Albany","Wyoming/Big Horn","Wyoming/Campbell","Wyoming/Carbon","Wyoming/Converse","Wyoming/Crook","Wyoming/Fremont","Wyoming/Goshen","Wyoming/Hot Springs","Wyoming/Johnson","Wyoming/Laramie","Wyoming/Lincoln","Wyoming/Natrona","Wyoming/Niobrara","Wyoming/Park","Wyoming/Platte","Wyoming/Sheridan","Wyoming/Sublette","Wyoming/Sweetwater","Wyoming/Teton","Wyoming/Uinta","Wyoming/Unassigned","Wyoming/Washakie","Wyoming/Weston","Wyoming/unassigned"
"2020-04-12","5","1","11","4","8","3","40","3","1","11","58","5","33","1","1","0","12","1","7","56","4","0","5","",""
"2020-04-13","5","1","11","4","8","3","41","3","1","11","60","5","33","1","1","0","12","1","9","56","4","0","5","",""
"2020-04-14","5","1","13","4","8","3","42","3","1","11","62","5","34","1","1","0","12","1","9","57","4","0","5","",""
"2020-04-15","5","1","13","4","8","4","42","3","1","11","64","5","34","1","1","0","12","1","10","58","4","0","5","",""
"2020-04-16","5","1","13","4","8","4","43","3","1","11","67","5","37","1","1","0","12","1","10","59","4","0","6","",""
"2020-04-17","6","1","13","4","8","4","45","3","1","11","69","5","38","1","1","0","12","1","10","61","6","0","5","",""
"2020-04-18","6","1","13","4","8","4","47","3","1","11","70","5","38","1","1","0","12","1","10","62","6","0","5","",""
"2020-04-19","6","1","13","4","9","4","49","3","1","11","71","5","38","1","1","0","12","1","10","62","6","0","5","",""
"2020-04-20","6","1","13","4","9","4","51","3","1","11","73","5","38","1","1","0","12","1","10","62","6","0","5","",""
"2020-04-21","6","3","18","4","15","5","58","4","3","15","110","9","48","2","1","0","16","3","16","92","7","0","8","",""
"2020-04-22","6","2","18","4","16","5","57","4","3","15","114","9","48","2","1","0","16","3","16","93","7","0","8","",""
"2020-04-23","6","2","18","4","16","5","59","4","3","15","117","9","49","2","1","0","16","3","16","93","7","0","8","",""
"2020-04-24","6","2","20","4","16","5","72","4","3","15","120","9","49","2","1","0","16","3","16","95","7","0","8","",""
"2020-04-25","6","2","23","4","16","5","83","4","3","15","124","9","49","2","1","0","16","3","16","95","7","0","8","",""
"2020-04-26","6","2","23","6","16","5","91","4","3","15","125","9","49","2","1","0","16","3","16","95","7","0","8","",""
"2020-04-27","7","2","23","4","17","5","106","4","3","15","128","9","49","2","1","0","16","3","16","95","7","0","8","",""
"2020-04-28","8","2","23","4","21","5","109","4","3","15","134","9","49","2","1","0","16","3","16","96","8","0","8","",""
"2020-04-29","8","3","23","4","22","5","110","4","3","15","139","9","49","2","1","0","16","3","17","96","8","0","8","",""
"2020-04-30","8","3","24","4","22","5","116","4","3","15","145","9","49","2","1","0","16","3","18","96","8","0","8","",""
"2020-05-01","8","3","24","5","22","5","120","4","3","15","147","9","49","2","1","0","16","3","18","96","8","0","8","",""
"2020-05-02","8","3","24","5","23","5","128","4","3","15","151","9","48","2","1","0","16","3","18","97","8","0","8","",""
"2020-05-03","8","3","24","5","23","5","131","4","3","15","154","9","48","2","1","0","16","3","18","98","8","0","8","",""
"2020-05-04","8","3","24","5","23","5","137","4","3","15","158","9","48","2","1","0","16","3","18","98","8","0","8","",""
"2020-05-05","8","3","24","5","23","5","140","4","3","15","162","10","48","2","1","0","16","3","18","98","8","0","8","",""
"2020-05-06","8","3","25","5","23","5","164","4","3","15","163","10","48","2","1","0","16","3","19","98","8","0","8","",""
"2020-05-07","8","3","25","5","23","5","168","4","3","15","163","10","48","2","1","0","16","3","19","98","8","0","8","",""
"2020-05-08","8","3","25","5","23","5","175","5","3","15","163","10","48","2","1","0","16","3","19","98","9","0","8","",""
"2020-05-09","8","3","29","5","23","5","180","5","3","15","163","10","48","2","1","0","16","3","19","98","9","0","8","",""
"2020-05-10","8","3","29","5","23","5","187","5","3","15","164","11","48","2","1","0","16","3","19","98","9","0","8","",""
"2020-05-11","8","3","29","5","23","5","191","5","3","15","166","11","48","2","1","0","16","3","20","98","9","0","8","",""
"2020-05-12","8","3","30","5","23","5","193","5","3","15","170","11","47","2","1","0","16","3","20","98","9","0","8","",""
"2020-05-13","8","3","29","5","23","5","202","5","3","15","173","11","48","2","1","0","16","3","20","99","9","0","8","",""
"2020-05-14","8","3","29","7","23","5","208","5","3","15","173","14","49","2","1","0","16","3","21","99","9","0","8","",""
"2020-05-15","8","3","29","8","23","5","214","5","3","15","178","14","50","2","1","0","16","3","22","99","9","0","9","",""
"2020-05-16","9","3","29","14","23","5","220","5","6","15","181","14","53","2","1","0","16","3","23","100","10","0","9","",""
"2020-05-17","9","3","29","14","23","5","223","5","6","15","181","14","56","2","1","0","16","3","23","100","10","0","16","",""
"2020-05-18","10","3","29","14","23","5","224","5","7","16","181","14","62","2","1","0","16","3","23","100","12","0","16","",""
"2020-05-19","10","3","29","15","24","5","228","5","7","16","183","14","64","2","1","0","16","3","24","100","11","0","16","",""
"2020-05-20","10","3","30","16","24","5","233","5","8","16","182","14","66","2","2","0","16","3","25","100","11","0","16","",""
"2020-05-21","10","3","30","16","24","5","237","5","9","16","182","15","67","2","2","1","16","3","25","100","13","0","20","",""
"2020-05-22","10","3","30","16","24","5","238","5","9","16","182","15","68","2","2","1","16","3","25","100","13","0","20","",""
"2020-05-23","14","3","30","16","24","5","244","5","9","16","182","15","68","2","2","1","16","3","25","100","12","0","21","",""
"2020-05-24","17","4","30","16","24","5","248","5","10","18","182","15","71","2","2","1","16","3","25","100","12","0","32","",""
"2020-05-25","20","5","30","16","24","5","249","5","10","18","183","15","71","2","2","1","16","3","25","100","12","0","31","",""
"2020-05-26","23","5","30","16","24","5","250","5","10","18","183","15","72","2","2","1","16","3","25","100","12","0","33","",""
"2020-05-27","23","5","30","16","24","5","255","5","12","18","185","15","72","2","2","1","16","3","25","100","12","0","33","1",""
"2020-05-28","24","5","30","16","24","5","261","5","12","18","188","15","75","2","2","1","16","3","26","100","12","0","35","1",""
"2020-05-29","25","5","31","16","24","5","273","5","12","18","188","15","76","2","2","1","16","3","26","100","12","0","35","1",""
"2020-05-30","25","5","31","16","24","5","277","5","12","18","188","15","76","2","2","1","16","3","27","100","12","0","37","1",""
"2020-05-31","25","6","31","16","24","5","278","5","12","18","188","15","77","2","2","1","16","3","30","100","12","0","36","1",""
"2020-06-01","25","6","31","16","24","5","282","5","12","18","188","15","79","2","2","1","16","3","30","100","12","0","37","1",""
"2020-06-02","25","6","31","16","24","5","283","5","12","18","188","15","79","2","2","1","16","3","30","100","13","0","37","1",""
"2020-06-03","25","6","31","16","24","5","285","5","12","18","188","15","79","2","2","1","16","3","31","100","13","0","37","1",""
"2020-06-04","25","6","32","16","24","5","287","5","12","18","188","15","79","2","2","1","16","3","32","100","13","0","39","1",""
"2020-06-05","26","6","32","16","24","5","289","5","12","18","188","15","82","2","2","1","16","3","32","100","19","0","39","1",""
"2020-06-06","26","6","32","16","24","5","295","5","12","18","188","15","82","2","2","1","16","3","32","100","19","0","39","1",""
"2020-06-07","26","8","32","16","24","5","295","5","12","18","188","15","82","2","2","1","18","3","32","100","23","0","39","1",""
"2020-06-08","26","8","35","16","24","5","297","5","12","18","188","15","87","2","2","1","18","3","33","100","25","0","39","1",""
"2020-06-09","26","9","35","16","24","5","295","5","12","18","188","15","87","2","2","1","18","3","34","100","35","0","39","1",""
"2020-06-10","26","9","37","16","24","5","296","5","12","18","188","15","87","2","2","1","19","3","35","101","39","0","39","1",""
"2020-06-11","26","10","39","20","24","5","302","5","12","18","188","15","87","2","2","1","19","3","36","102","53","0","39","1",""
"2020-06-12","25","10","40","20","24","5","303","5","12","18","191","15","87","2","3","1","19","3","38","104","62","0","39","1",""
"2020-06-13","26","11","41","22","24","5","304","5","12","18","195","15","87","2","5","1","19","3","40","104","71","0","39","1",""
"2020-06-14","26","11","44","24","24","6","305","5","12","18","195","15","87","2","5","1","19","3","40","105","73","0","39","1",""
"2020-06-15","27","11","45","22","24","6","308","5","12","18","196","15","87","2","5","1","19","3","40","105","88","0","39","1",""
"2020-06-16","28","11","46","22","24","6","310","5","12","18","196","15","88","2","7","1","19","3","40","105","91","0","39","1",""
"2020-06-17","28","11","46","21","24","6","315","5","12","19","197","15","88","2","8","1","19","3","43","107","104","0","39","1",""
"2020-06-18","28","11","46","22","24","6","319","5","12","19","203","15","90","2","10","1","19","4","44","108","116","0","39","1",""
"2020-06-19","28","11","46","22","24","6","326","5","12","19","204","15","95","2","9","1","19","4","48","109","128","0","39","1",""
"2020-06-20","28","11","46","22","24","6","327","5","12","19","204","15","95","2","11","1","19","4","49","109","130","0","39","1",""
"2020-06-21","28","11","47","22","24","6","329","5","12","19","204","16","96","2","11","1","19","4","53","110","138","0","39","1",""
"2020-06-22","29","11","47","22","25","6","335","5","12","19","211","15","98","2","12","2","19","5","56","111","148","0","39","1",""
"2020-06-23","29","11","50","22","25","7","339","5","12","19","215","15","98","2","16","2","19","5","58","113","152","0","39","1",""
"2020-06-24","31","11","54","22","25","7","340","5","12","19","219","15","102","2","17","2","19","5","65","113","157","0","39","1",""
"2020-06-25","31","11","55","22","25","7","345","5","12","19","225","16","107","2","22","2","22","5","73","118","162","0","39","1",""
"2020-06-26","32","12","55","22","25","7","349","5","12","20","240","17","109","2","25","2","24","5","80","119","166","0","39","1",""
"2020-06-27","32","12","55","22","26","7","352","5","12","20","246","17","114","2","31","2","24","6","81","119","167","0","39","1",""
"2020-06-28","32","12","55","22","26","7","355","5","12","20","250","17","118","2","37","2","26","6","82","123","168","0","39","1",""
"2020-06-29","34","14","55","22","26","7","356","5","12","20","256","18","120","2","40","2","26","6","86","128","174","0","39","2",""
"2020-06-30","34","20","56","23","26","7","355","5","12","20","261","23","121","2","50","3","27","6","90","129","176","0","39","2",""
"2020-07-01","34","20","56","23","26","7","358","5","12","20","270","24","126","2","56","4","27","6","89","131","177","0","39","2",""
"2020-07-02","34","20","57","23","26","7","361","5","12","20","282","27","131","2","57","4","27","6","92","136","180","0","39","2",""
"2020-07-03","35","21","58","24","26","7","362","6","12","20","286","33","134","2","61","4","27","6","100","135","182","0","39","2",""
"2020-07-04","36","23","63","26","26","7","366","7","12","20","287","34","136","2","61","4","27","6","102","137","183","0","39","2",""
"2020-07-05","37","23","70","26","26","7","370","8","12","20","288","35","140","2","62","4","27","6","106","140","184","0","39","2",""
"2020-07-06","38","23","74","26","27","7","370","8","12","20","292","36","149","2","66","4","27","6","113","145","190","0","39","1",""
"2020-07-07","43","24","75","27","27","7","370","8","12","20","298","37","153","2","70","4","27","6","122","146","190","0","40","1",""
"2020-07-08","45","25","75","29","27","7","373","9","12","20","302","37","155","2","76","4","27","6","124","149","192","0","43","1",""
"2020-07-09","45","26","75","29","27","7","379","9","12","20","307","39","158","2","80","4","27","6","126","149","198","0","43","1",""
"2020-07-10","45","29","82","29","27","7","378","9","12","20","310","41","158","2","81","4","29","6","128","150","200","0","42","1",""
"2020-07-11","49","30","85","29","28","7","384","9","12","21","323","41","159","2","84","4","29","7","136","155","201","0","43","1",""
"2020-07-12","49","30","88","29","28","7","386","9","12","21","329","41","165","2","85","4","29","7","138","157","202","0","43","1",""
"2020-07-13","49","30","88","29","28","7","387","10","12","21","338","41","167","2","84","4","33","10","150","162","205","0","43","3",""
"2020-07-14","52","30","89","29","28","8","397","10","12","22","352","43","171","2","84","4","33","10","156","164","208","0","43","3",""
"2020-07-15","53","30","93","29","28","8","407","10","12","22","357","43","172","2","88","4","36","10","157","170","208","0","43","3",""
"2020-07-16","54","31","93","31","28","9","413","10","12","22","359","45","173","2","89","4","38","11","158","181","217","0","43","3",""
"2020-07-17","55","31","93","31","29","9","417","11","13","22","367","52","174","2","89","4","39","17","162","187","219","0","43","3",""
"2020-07-18","58","31","93","33","29","9","421","11","13","22","372","55","174","2","89","4","39","17","171","197","221","0","43","4",""
"2020-07-19","59","31","93","33","29","9","421","11","14","22","373","55","175","2","89","4","39","17","173","208","221","0","44","4",""
"2020-07-20","67","31","96","35","29","9","426","11","14","22","383","60","178","2","89","4","40","17","181","223","222","0","44","4",""
"2020-07-21","73","32","97","42","30","9","431","11","14","22","388","64","181","2","89","4","40","18","194","226","223","0","44","4",""
"2020-07-22","75","33","96","49","30","9","438","11","14","22","392","70","182","2","94","5","40","18","201","234","224","0","45","4",""
"2020-07-23","74","33","101","59","30","9","440","11","16","22","400","72","184","2","95","5","40","18","206","254","227","0","45","4",""
"2020-07-24","76","33","103","60","30","9","444","11","16","22","409","81","187","2","97","5","40","25","210","264","232","0","45","4",""
"2020-07-25","78","33","107","61","30","9","448","11","16","22","412","85","192","2","98","5","40","26","214","275","232","1","45","4",""
"2020-07-26","78","33","107","65","30","9","453","11","16","22","415","88","195","2","99","5","41","30","215","279","233","0","45","4",""
"2020-07-27","77","33","108","68","30","9","455","11","17","22","422","89","200","2","101","5","43","30","221","292","235","0","45","5",""
"2020-07-28","78","33","111","69","30","9","458","12","17","22","432","88","209","2","107","5","44","31","228","311","243","0","45","5",""
"2020-07-29","80","35","113","70","30","9","459","14","17","22","442","89","210","2","108","5","45","31","234","318","245","0","45","5",""
"2020-07-30","83","35","115","71","30","9","464","14","18","22","449","90","214","2","111","5","56","32","237","331","247","0","46","5",""
"2020-07-31","84","35","115","75","30","9","468","14","18","22","456","89","215","2","115","5","58","34","240","335","254","0","48","5",""
"2020-08-01","85","35","116","78","30","9","473","14","18","22","462","89","215","2","117","5","60","36","242","348","259","0","49","5",""
"2020-08-02","87","36","118","78","31","9","475","15","18","22","473","92","216","2","117","5","60","37","247","354","262","0","49","5",""
"2020-08-03","88","36","118","82","31","9","488","19","18","22","479","92","217","2","117","5","61","37","250","358","265","0","49","5",""
"2020-08-04","88","36","118","84","32","10","491","20","18","22","484","93","224","2","117","5","62","39","251","362","267","0","54","5",""
"2020-08-05","88","36","118","88","32","10","496","22","19","22","489","97","226","2","124","5","64","39","252","363","268","0","58","5",""
"2020-08-06","88","36","118","88","32","10","498","23","19","23","492","101","228","2","128","5","68","38","253","367","272","0","59","5",""
"2020-08-07","88","36","122","95","32","10","502","26","19","23","496","100","229","2","132","5","69","38","257","371","274","0","69","5",""
"2020-08-08","88","36","123","99","32","10","503","26","23","23","498","100","229","2","132","5","72","38","257","370","274","0","70","5",""
"2020-08-09","88","37","123","99","32","10","504","28","22","23","502","103","231","2","134","5","74","40","259","374","278","0","77","5",""
"2020-08-10","86","37","124","100","31","10","497","34","23","23","495","103","235","2","135","5","73","39","260","370","277","0","77","6",""
"2020-08-11","88","37","129","103","31","10","497","34","23","24","500","103","238","2","135","5","73","39","267","372","279","0","79","5",""
"2020-08-12","89","37","132","105","31","10","500","34","23","24","504","100","238","2","135","5","73","40","266","373","278","0","82","5",""
"2020-08-13","90","37","139","105","32","10","500","36","23","25","509","101","240","2","139","6","74","40","267","375","278","0","86","5",""
"2020-08-14","92","37","146","106","31","11","515","37","23","25","512","101","245","2","144","6","78","40","271","383","277","0","96","5",""
"2020-08-15","93","37","148","129","31","11","520","37","23","25","512","101","247","2","144","6","81","40","275","385","276","0","97","7",""
"2020-08-16","95","37","148","167","31","11","523","39","23","25","517","102","248","2","144","6","83","40","276","389","276","0","97","7",""
"2020-08-17","103","39","148","169","33","11","533","39","23","25","523","104","248","2","146","6","86","40","278","390","277","0","100","8",""
"2020-08-18","104","39","150","171","33","11","535","39","23","26","528","104","249","2","148","7","91","40","279","393","278","0","102","8",""
"2020-08-19","105","38","152","180","34","13","551","40","23","26","533","104","251","2","152","7","101","41","285","394","283","0","104","12",""
"2020-08-20","107","39","155","180","34","13","560","40","23","26","534","107","256","2","153","7","108","41","285","398","283","0","106","0",""
"2020-08-21","126","38","156","182","35","13","568","40","26","26","538","107","261","2","156","7","112","44","288","399","283","0","106","11",""
"2020-08-22","125","38","161","183","35","13","569","40","26","27","539","107","264","2","156","7","113","46","290","401","283","0","107","11",""
"2020-08-23","127","38","162","184","36","13","572","44","27","27","541","107","267","2","158","7","117","48","290","409","283","0","108","11",""
"2020-08-24","127","39","164","185","36","14","574","46","28","27","545","108","273","2","158","7","121","48","290","409","283","0","108","11",""
