"date","Wisconsin/Adams","Wisconsin/Ashland","Wisconsin/Barron","Wisconsin/Bayfield","Wisconsin/Brown","Wisconsin/Buffalo","Wisconsin/Burnett","Wisconsin/Calumet","Wisconsin/Chippewa","Wisconsin/Clark","Wisconsin/Columbia","Wisconsin/Crawford","Wisconsin/Dane","Wisconsin/Dodge","Wisconsin/Door","Wisconsin/Douglas","Wisconsin/Dunn","Wisconsin/Eau Claire","Wisconsin/Florence","Wisconsin/Fond du Lac","Wisconsin/Forest","Wisconsin/Grant","Wisconsin/Green","Wisconsin/Green Lake","Wisconsin/Iowa","Wisconsin/Iron","Wisconsin/Jackson","Wisconsin/Jefferson","Wisconsin/Juneau","Wisconsin/Kenosha","Wisconsin/Kewaunee","Wisconsin/La Crosse","Wisconsin/Lafayette","Wisconsin/Langlade","Wisconsin/Lincoln","Wisconsin/Manitowoc","Wisconsin/Marathon","Wisconsin/Marinette","Wisconsin/Marquette","Wisconsin/Menominee","Wisconsin/Milwaukee","Wisconsin/Monroe","Wisconsin/Oconto","Wisconsin/Oneida","Wisconsin/Outagamie","Wisconsin/Ozaukee","Wisconsin/Pepin","Wisconsin/Pierce","Wisconsin/Polk","Wisconsin/Portage","Wisconsin/Price","Wisconsin/Racine","Wisconsin/Richland","Wisconsin/Rock","Wisconsin/Rusk","Wisconsin/Sauk","Wisconsin/Sawyer","Wisconsin/Shawano","Wisconsin/Sheboygan","Wisconsin/St. Croix","Wisconsin/Taylor","Wisconsin/Trempealeau","Wisconsin/Unassigned","Wisconsin/Vernon","Wisconsin/Vilas","Wisconsin/Walworth","Wisconsin/Washburn","Wisconsin/Washington","Wisconsin/Waukesha","Wisconsin/Waupaca","Wisconsin/Waushara","Wisconsin/Winnebago","Wisconsin/Wood"
"2020-04-01","","   .00 %",""," 50.00 %"," 22.22 %","   .00 %",""," ##.## %"," 25.00 %"," 66.67 %","   .00 %","   .00 %","   .47 %"," 30.00 %","   .00 %"," 16.67 %","   .00 %","  9.09 %","","  9.09 %","","   .00 %"," 16.67 %","","   .00 %","   .00 %","   .00 %","  9.09 %"," 33.33 %"," 45.95 %","","   .00 %","","","",""," 66.67 %"," ##.## %","   .00 %","","  9.86 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.98 %","","   .00 %","","   .00 %","","  7.69 %","   .00 %","  6.25 %","","  7.69 %","","","  9.09 %"," 20.00 %","","","   .00 %","","   .00 %"," ##.## %",""," 10.00 %","  5.94 %"," ##.## %",""," 72.73 %","   .00 %"
"2020-04-02","   .00 %","   .00 %","","   .00 %"," 54.55 %"," ##.## %",""," 50.00 %"," 10.00 %"," 20.00 %","  7.14 %","   .00 %"," 10.70 %","   .00 %"," ##.## %","   .00 %","   .00 %"," 16.67 %",""," 16.67 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 24.07 %","","   .00 %","","","",""," 60.00 %","   .00 %","   .00 %","   .00 %"," 11.41 %"," 50.00 %","   .00 %","   .00 %"," 16.67 %","  2.17 %","","   .00 %",""," ##.## %",""," 25.00 %","   .00 %"," 11.76 %",""," 14.29 %","",""," 33.33 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," 25.00 %","","  4.55 %"," 12.15 %","   .00 %",""," 26.32 %","   .00 %"
"2020-04-03","   .00 %","   .00 %","   .00 %","   .00 %"," 41.18 %","   .00 %","","   .00 %"," 27.27 %","   .00 %"," 20.00 %","   .00 %","  5.88 %","  7.69 %","   .00 %","   .00 %"," 66.67 %"," 14.29 %","","  7.14 %","","   .00 %"," 14.29 %","","   .00 %","   .00 %","   .00 %","  8.33 %","   .00 %"," 20.90 %","","   .00 %","","","",""," 12.50 %","   .00 %","   .00 %","   .00 %"," 17.72 %","   .00 %","   .00 %","   .00 %"," 35.71 %","  6.38 %","   .00 %","   .00 %",""," 50.00 %",""," 17.14 %","   .00 %","  5.26 %","   .00 %"," 12.50 %","",""," 25.00 %"," 16.67 %","","   .00 %","   .00 %","","   .00 %","   .00 %",""," 13.04 %"," 17.50 %","   .00 %","","   .00 %","   .00 %"
"2020-04-04","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.75 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"
"2020-04-05","   .00 %","   .00 %"," ##.## %","   .00 %"," 20.83 %","   .00 %",""," 33.33 %"," 14.29 %","   .00 %","  5.56 %"," ##.## %","  4.09 %","   .00 %"," ##.## %","   .00 %","   .00 %"," 31.25 %","   .00 %"," 43.33 %","","   .00 %"," 12.50 %","","   .00 %","   .00 %"," 50.00 %","  7.69 %"," 25.00 %"," 20.99 %",""," 10.53 %","","",""," ##.## %"," 33.33 %","   .00 %","   .00 %","   .00 %"," 16.32 %"," ##.## %","   .00 %","   .00 %"," 10.53 %"," 12.00 %","-##.## %","   .00 %","","   .00 %",""," 31.71 %"," 50.00 %"," 40.00 %"," ##.## %","   .00 %","","   .00 %","  5.00 %","   .00 %","","   .00 %","   .00 %",""," 33.33 %"," 33.33 %","","  9.62 %","  9.22 %","   .00 %","","-16.67 %","   .00 %"
"2020-04-06"," ##.## %","   .00 %","   .00 %","   .00 %"," 34.48 %","   .00 %","","   .00 %","   .00 %"," 16.67 %"," 10.53 %","   .00 %","  2.50 %","  7.14 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %",""," 50.00 %","   .00 %","","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","  6.12 %","   .00 %","  4.76 %","","","","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","  5.55 %"," 16.67 %","   .00 %","   .00 %","  4.76 %"," 10.71 %","   .00 %","   .00 %","","   .00 %","","  5.56 %","   .00 %"," 21.43 %","   .00 %","   .00 %",""," ##.## %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","  3.90 %","   .00 %","   .00 %"," 20.00 %","   .00 %"
"2020-04-07","   .00 %","   .00 %","   .00 %","   .00 %","  5.13 %","   .00 %","","   .00 %","   .00 %","   .00 %","  9.52 %","   .00 %","   .70 %","   .00 %"," 75.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.33 %","","   .00 %","   .00 %",""," 33.33 %","   .00 %","   .00 %","  7.14 %","   .00 %","  7.69 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.33 %","-28.57 %","   .00 %"," 66.67 %"," 13.64 %","  6.45 %","   .00 %","   .00 %",""," 33.33 %",""," 15.79 %","   .00 %","  8.82 %","   .00 %"," 11.11 %",""," 50.00 %"," 42.86 %","   .00 %","","   .00 %","   .00 %","","   .00 %","  5.00 %","","  3.51 %","  3.75 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-08","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.84 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.39 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.03 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.06 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  6.67 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","  6.78 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-09","   .00 %","   .00 %"," 25.00 %","   .00 %"," 21.95 %","   .00 %","","   .00 %","  6.25 %","   .00 %","  8.70 %","   .00 %","  1.32 %","  6.67 %"," 14.29 %","   .00 %"," 40.00 %","   .00 %","   .00 %"," 11.36 %",""," 33.33 %","   .00 %","","   .00 %","   .00 %"," 75.00 %"," 26.67 %","   .00 %","  6.30 %","   .00 %","  4.55 %"," ##.## %","",""," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.80 %"," 20.00 %"," ##.## %","   .00 %","  4.00 %","  1.43 %","   .00 %","   .00 %","","   .00 %",""," 27.27 %","   .00 %"," 27.03 %","   .00 %","  5.00 %","   .00 %"," 33.33 %"," -3.12 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," 33.33 %","","   .00 %"," 10.84 %"," 50.00 %"," ##.## %","  4.17 %","   .00 %"
"2020-04-10","   .00 %","   .00 %"," 20.00 %","   .00 %"," 10.00 %","   .00 %","","   .00 %","  5.88 %","   .00 %"," -4.00 %"," 50.00 %","  1.95 %"," 12.50 %","   .00 %","   .00 %"," 14.29 %","   .00 %","   .00 %","  6.12 %","","   .00 %","   .00 %","","   .00 %","   .00 %"," 42.86 %"," 10.53 %","   .00 %","  8.89 %","   .00 %","  8.70 %","   .00 %","","","-25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.13 %"," 33.33 %","   .00 %","   .00 %"," 11.54 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 19.05 %"," 33.33 %","  8.51 %","   .00 %"," 19.05 %","   .00 %"," 25.00 %","  6.45 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," 25.00 %","","  6.35 %","  4.89 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-11","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %"," 50.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.47 %","   .00 %"," 12.50 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %",""," 25.00 %","   .00 %","","   .00 %"," ##.## %","   .00 %","  4.76 %","   .00 %"," 10.88 %","   .00 %","   .00 %"," 50.00 %","","","   .00 %","  8.33 %","   .00 %","   .00 %","   .00 %","  4.95 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %"," 25.00 %","  3.92 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.03 %"," 14.29 %","","   .00 %","   .00 %","","   .00 %","   .00 %","","  5.97 %","  4.15 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-12","   .00 %"," ##.## %","   .00 %","   .00 %"," 13.33 %","   .00 %","","   .00 %"," 11.11 %"," 14.29 %","   .00 %","   .00 %","  2.14 %","  5.56 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.85 %",""," 20.00 %","   .00 %",""," 25.00 %","   .00 %","   .00 %","  4.55 %"," 20.00 %","  6.13 %"," ##.## %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.45 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %"," 11.43 %","   .00 %","  5.66 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","","   .00 %","   .00 %","","   .00 %","  5.71 %","","   .00 %","  3.98 %"," 33.33 %","   .00 %","  8.00 %","   .00 %"
"2020-04-13"," 50.00 %","   .00 %","   .00 %","   .00 %"," 13.24 %","   .00 %",""," 25.00 %","   .00 %","   .00 %","  4.17 %","   .00 %","  1.80 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.56 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.35 %"," 16.67 %","  5.20 %"," 33.33 %","   .00 %","   .00 %","","","   .00 %","  7.69 %","   .00 %","   .00 %","   .00 %","  1.93 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.14 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.88 %"," 11.11 %","","   .00 %","   .00 %","","   .00 %","  2.70 %","","  2.82 %","  4.31 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-14","   .00 %","   .00 %","   .00 %","   .00 %"," 25.97 %"," 33.33 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.18 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.51 %",""," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.20 %","   .00 %","   .00 %","   .00 %","",""," 33.33 %","   .00 %"," 33.33 %","   .00 %","   .00 %","  2.98 %","   .00 %"," 33.33 %","   .00 %","   .00 %","  1.39 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 15.38 %"," 20.00 %"," -1.67 %","   .00 %","  7.69 %"," ##.## %"," 20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %"," 18.42 %","","   .00 %","  2.75 %","   .00 %","   .00 %","  7.41 %","   .00 %"
"2020-04-15","   .00 %","   .00 %","   .00 %","   .00 %"," 17.53 %","   .00 %","","   .00 %","   .00 %"," 12.50 %","  8.00 %","   .00 %","  2.03 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.68 %"," 25.00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","  4.18 %"," 25.00 %","   .00 %","   .00 %","  6.90 %","  5.48 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.22 %"," 16.67 %","  5.08 %","   .00 %"," 10.71 %","   .00 %","   .00 %","  2.78 %","   .00 %","","   .00 %","   .00 %","","   .00 %","  8.89 %","","  6.85 %","  6.25 %","   .00 %","   .00 %","  6.90 %","   .00 %"
"2020-04-16","   .00 %","   .00 %","   .00 %","   .00 %"," 21.93 %","   .00 %","","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .28 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.76 %","   .00 %","   .00 %",""," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","  1.96 %"," 20.00 %","   .00 %","   .00 %","",""," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.12 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.62 %","   .00 %","  1.61 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","","   .00 %","-##.## %","","   .00 %"," 44.90 %","   .00 %","  1.28 %","  2.94 %","   .00 %","   .00 %","  3.23 %","   .00 %"
"2020-04-17"," 33.33 %","   .00 %","   .00 %","   .00 %"," 29.50 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  1.99 %","  5.26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.39 %",""," 30.00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","  4.81 %"," 33.33 %","   .00 %","   .00 %","","","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %","  3.39 %","  8.33 %","   .00 %","   .00 %","   .00 %","  1.30 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","  9.79 %"," 14.29 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.70 %","   .00 %","","   .00 %","   .00 %","","   .00 %","  5.63 %","   .00 %","  2.53 %","  4.08 %","   .00 %","   .00 %","  6.25 %","   .00 %"
