"date","Alaska/Aleutians East","Alaska/Aleutians West","Alaska/Anchorage","Alaska/Bethel","Alaska/Bristol Bay","Alaska/Denali","Alaska/Dillingham","Alaska/Fairbanks North Star","Alaska/Haines","Alaska/Hoonah-Angoon","Alaska/Juneau","Alaska/Kenai Peninsula","Alaska/Ketchikan Gateway","Alaska/Kodiak Island","Alaska/Kusilvak","Alaska/Lake and Peninsula","Alaska/Matanuska-Susitna","Alaska/Nome","Alaska/North Slope","Alaska/Northwest Arctic","Alaska/Petersburg","Alaska/Prince of Wales-Hyder","Alaska/Sitka","Alaska/Skagway","Alaska/Soldotna","Alaska/Southeast Fairbanks","Alaska/Sterling","Alaska/Unassigned","Alaska/Valdez-Cordova","Alaska/Wrangell","Alaska/Yakutat","Alaska/Yukon-Koyukuk"
"2020-04-30","","","   .00 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-01","","","  3.35 %","   .00 %","","","","  1.23 %","","","   .00 %"," 10.53 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-02","","","   .00 %","   .00 %","","","","  1.22 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-03","","","  1.08 %","   .00 %","","","","   .00 %","","","   .00 %","  4.76 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-04","","","  1.07 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-05","","","   .53 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-06","","","   .00 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","",""," ##.## %","","   .00 %","","","","   .00 %"
"2020-05-07","","","   .53 %","   .00 %","","","","   .00 %","","","   .00 %","  4.55 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-08","","","  1.57 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-09","","","   .00 %","   .00 %","","","","   .00 %","","","   .00 %","  4.35 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-10","","","   .00 %","   .00 %","","","","  1.20 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-11","","","   .00 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-12","","","   .00 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-13","","","   .00 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-14","","","   .00 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-15","","","  2.58 %","   .00 %","","","","   .00 %","","","  7.41 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","",""," 50.00 %","","-75.00 %","","","","   .00 %"
"2020-05-16","","","   .00 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-17","","","   .00 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-18","","","   .00 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-19","","","  3.02 %"," ##.## %","","","","  1.19 %","","","  3.45 %","  8.33 %","   .00 %","   .00 %","","","  4.76 %","   .00 %","","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-20","","","   .49 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","-##.## %","","","","   .00 %"
"2020-05-21","","","   .00 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-22","","","   .00 %","   .00 %","","","","   .00 %","","","  3.33 %","   .00 %","   .00 %","   .00 %","","","   .00 %"," ##.## %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-23","","","   .00 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","  9.09 %"," 50.00 %",""," ##.## %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-24","","","   .00 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-25","","","   .00 %","   .00 %","","","","   .00 %","","","   .00 %","  3.85 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-26","","","   .49 %","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," ##.## %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-27","","","   .00 %"," 50.00 %","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-28","","","  1.93 %","   .00 %","","","","   .00 %","","","  3.23 %"," 25.93 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-29","","","   .95 %","   .00 %","","","","   .00 %","","","  3.12 %","  5.88 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-30","","","   .47 %","   .00 %","","","","   .00 %","","","   .00 %","  5.56 %","   .00 %","   .00 %","","","  4.17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-05-31","","","  7.01 %","   .00 %","","","","   .00 %","","","   .00 %"," 18.42 %","   .00 %","   .00 %","",""," 16.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-06-01","","","  1.31 %","   .00 %","","","","   .00 %","","","   .00 %","  8.89 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-06-02","","","  6.47 %","   .00 %","","","","   .00 %","","","   .00 %"," 10.20 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-06-03","","","  2.83 %","   .00 %","","","","   .00 %","","","   .00 %"," 11.11 %","   .00 %","   .00 %","",""," 17.24 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-06-04","","","  1.57 %","   .00 %","","","","   .00 %","","","   .00 %","  5.00 %","   .00 %","   .00 %","","","  2.94 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-06-05","","","  2.33 %","   .00 %","","","","   .00 %","","","   .00 %","  7.94 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-06-06","","","   .76 %","   .00 %","","","","   .00 %","","","   .00 %"," 14.71 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-06-07","","","  2.26 %","   .00 %","","","","   .00 %","","","  3.03 %","  1.28 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %"
"2020-06-08","","","  4.04 %","   .00 %","","","","   .00 %","","","  2.94 %","  5.06 %","   .00 %","   .00 %","","","  5.71 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-06-09","","","  1.77 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","  2.41 %","   .00 %","   .00 %","","","   .00 %"," 33.33 %","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-06-10","","","  3.12 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %"," 10.59 %","   .00 %","   .00 %","","","  2.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-06-11","","","  1.35 %","   .00 %","","","","  3.53 %","   .00 %","","  5.71 %","  3.19 %","   .00 %"," ##.## %","","","  2.63 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %"," 66.67 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-06-12","","","  1.99 %","   .00 %","","","","  1.14 %","   .00 %","","   .00 %","  5.15 %","   .00 %","   .00 %","","","  5.13 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-06-13","","","  2.61 %"," 33.33 %","","","","  3.37 %","   .00 %","","   .00 %","  5.88 %"," 18.75 %","   .00 %","","","  4.88 %"," 25.00 %","   .00 %","   .00 %","   .00 %"," ##.## %"," 33.33 %","","","   .00 %","","   .00 %",""," ##.## %","","   .00 %"
"2020-06-14","","","  1.27 %","   .00 %","","","","  4.35 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","  2.33 %","   .00 %","   .00 %","   .00 %","   .00 %","-50.00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-06-15","","","   .31 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .93 %","   .00 %","   .00 %","","","  2.27 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-06-16","","","  1.88 %"," 25.00 %","","","","   .00 %","   .00 %","","   .00 %","  3.67 %","   .00 %","   .00 %","","","  2.22 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-06-17","","","  1.23 %","   .00 %","","","","  6.25 %","   .00 %","","  2.70 %","  1.77 %","  5.26 %"," 50.00 %","","","  4.35 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %"," 12.50 %","","","   .00 %","","   .00 %",""," 50.00 %","","   .00 %"
"2020-06-18","","","   .61 %","   .00 %","","","","  3.92 %","   .00 %","","  2.63 %","   .87 %","  5.00 %","   .00 %","","","  6.25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-06-19","","","  1.81 %"," 20.00 %","","","","   .94 %"," ##.## %","","   .00 %","   .86 %","   .00 %","   .00 %","","","  3.92 %","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-06-20","","","  2.37 %","   .00 %","","","","  6.54 %","   .00 %","","   .00 %","  1.71 %","   .00 %","   .00 %","","","  1.89 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 22.22 %","","","   .00 %","","   .00 %","","   .00 %",""," ##.## %"
"2020-06-21","","","  1.73 %","   .00 %","","","","  2.63 %","   .00 %","","   .00 %","   .84 %","   .00 %","   .00 %","","","  1.85 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-06-22","","","   .85 %","   .00 %","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","  3.64 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-06-23","","","   .00 %","   .00 %","","","","   .00 %"," 50.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""," 33.33 %","","   .00 %","","   .00 %","","   .00 %"
"2020-06-24","","","  5.07 %"," 16.67 %","","","","  4.27 %","-33.33 %","","   .00 %","   .83 %","  4.76 %","   .00 %","","","  7.02 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","-25.00 %","","   .00 %","","   .00 %","","   .00 %"
"2020-06-25","","","  2.14 %"," 14.29 %","","","","  6.56 %","   .00 %","","   .00 %","  4.13 %"," -4.55 %","   .00 %","","","  3.28 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-06-26","","","  1.57 %","   .00 %","","","","  2.31 %","   .00 %","","  7.69 %","  1.59 %","   .00 %","   .00 %","","","  7.94 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-06-27","","","  2.33 %"," 12.50 %","","","","   .75 %","   .00 %","","  2.38 %","  1.56 %","   .00 %","   .00 %","","","  4.41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %",""," 50.00 %"
"2020-06-28","","","  3.79 %","   .00 %","","","","  2.24 %","   .00 %","","  2.33 %","  2.31 %","   .00 %","   .00 %","","","  5.63 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""," 66.67 %","","   .00 %"," ##.## %","   .00 %","","   .00 %"
"2020-06-29","","","  1.70 %","   .00 %","","","","  1.46 %","   .00 %","","   .00 %","  6.02 %","   .00 %","   .00 %","","","  4.00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-06-30","","","  5.26 %","   .00 %","","","","  3.60 %","   .00 %","","   .00 %","  3.55 %","   .00 %","   .00 %","","","  3.85 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %"," 50.00 %","   .00 %","","   .00 %"
"2020-07-01","","","  3.86 %","   .00 %","","","","  2.08 %","   .00 %","","   .00 %","  3.42 %","  4.76 %","   .00 %","","","  8.64 %"," 14.29 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","",""," 60.00 %","","   .00 %","   .00 %","   .00 %","","   .00 %"
