"date","Andhra Pradesh/Anantapur","Andhra Pradesh/Chittoor","Andhra Pradesh/East Godavari","Andhra Pradesh/Foreign Evacuees","Andhra Pradesh/Guntur","Andhra Pradesh/Krishna","Andhra Pradesh/Kurnool","Andhra Pradesh/Other State","Andhra Pradesh/Prakasam","Andhra Pradesh/S.P.S. Nellore","Andhra Pradesh/Srikakulam","Andhra Pradesh/Visakhapatnam","Andhra Pradesh/Vizianagaram","Andhra Pradesh/West Godavari","Andhra Pradesh/Y.S.R. Kadapa"
"2021-02-10","   .00 %","   .02 %","   .01 %","","   .01 %","   .02 %","   .00 %","","   .00 %","   .01 %","   .00 %","   .01 %","   .00 %","   .00 %","   .01 %"
"2021-02-11","   .00 %","   .02 %","   .01 %","","   .01 %","   .02 %","   .00 %","","   .00 %","   .01 %","   .01 %","   .02 %","   .00 %","   .00 %","   .01 %"
"2021-02-12","   .00 %","   .02 %","   .01 %","","   .01 %","   .02 %","   .00 %","","   .00 %","   .01 %","   .00 %","   .02 %","   .00 %","   .00 %","   .01 %"
"2021-02-13","   .00 %","   .02 %","   .01 %","","   .01 %","   .02 %","   .00 %","","   .00 %","   .01 %","   .01 %","   .02 %","   .00 %","   .00 %","   .01 %"
"2021-02-14","   .01 %","   .01 %","   .00 %","","   .01 %","   .01 %","   .00 %","","","   .01 %","   .01 %","   .02 %","   .00 %","   .01 %","   .01 %"
"2021-02-15","   .01 %","   .01 %","   .00 %","","   .01 %","   .01 %","   .00 %","","   .00 %","   .01 %","   .00 %","   .02 %","   .00 %","   .01 %","   .01 %"
"2021-02-16","   .00 %","   .01 %","   .00 %","","   .01 %","   .01 %","   .00 %","","","   .01 %","   .00 %","   .01 %","   .00 %","   .01 %","   .01 %"
"2021-02-17","   .00 %","   .01 %","   .00 %","","   .01 %","   .01 %","   .00 %","","","   .01 %","   .00 %","   .01 %","   .00 %","   .00 %","   .01 %"
"2021-02-18","   .00 %","   .01 %","   .00 %","","   .01 %","   .01 %","","","   .00 %","   .01 %","","   .01 %","   .00 %","   .00 %","   .01 %"
"2021-02-19","   .01 %","   .02 %","   .00 %","","   .01 %","   .01 %","   .00 %","","   .00 %","   .01 %","   .00 %","   .01 %","   .00 %","   .00 %","   .01 %"
"2021-02-20","   .01 %","   .02 %","   .01 %","","   .01 %","   .01 %","   .00 %","","   .00 %","   .01 %","","   .01 %","   .00 %","   .00 %","   .00 %"
"2021-02-21","   .01 %","   .02 %","   .00 %","","   .01 %","   .02 %","   .00 %","","   .00 %","   .01 %","   .01 %","   .01 %","   .00 %","","   .01 %"
"2021-02-22","   .01 %","   .02 %","   .01 %","","   .01 %","   .01 %","   .00 %","","   .00 %","   .01 %","   .01 %","   .01 %","   .00 %","   .00 %","   .01 %"
"2021-02-23","   .01 %","   .02 %","   .01 %","","   .01 %","   .02 %","   .00 %","","   .00 %","   .01 %","   .01 %","   .01 %","   .00 %","   .00 %","   .01 %"
"2021-02-24","   .01 %","   .02 %","   .01 %","","   .01 %","   .02 %","   .00 %","","","   .01 %","   .01 %","   .01 %","   .00 %","   .00 %","   .01 %"
"2021-02-25","   .01 %","   .02 %","   .01 %","","   .01 %","   .02 %","   .00 %","","   .00 %","   .01 %","   .01 %","   .01 %","   .00 %","   .00 %","   .01 %"
"2021-02-26","   .01 %","   .02 %","   .01 %","","   .01 %","   .01 %","   .00 %","","","   .01 %","   .01 %","   .01 %","   .01 %","   .00 %","   .01 %"
"2021-02-27","   .01 %","   .03 %","   .01 %","","   .01 %","   .02 %","   .01 %","","   .00 %","   .01 %","   .01 %","   .02 %","","   .00 %","   .01 %"
"2021-02-28","   .01 %","   .03 %","   .01 %","","   .02 %","   .02 %","   .01 %","","   .00 %","   .01 %","   .01 %","   .02 %","   .01 %","   .00 %","   .01 %"
"2021-03-01","   .01 %","   .03 %","   .01 %","","   .02 %","   .02 %","   .01 %","","   .00 %","   .01 %","   .01 %","   .01 %","","   .00 %","   .01 %"
"2021-03-02","   .01 %","   .03 %","   .01 %","","   .02 %","   .02 %","   .01 %","","","   .01 %","   .01 %","   .01 %","","   .00 %","   .01 %"
"2021-03-03","   .01 %","   .03 %","   .01 %","","   .01 %","   .02 %","   .01 %","","","   .01 %","   .02 %","   .02 %","   .00 %","   .01 %","   .01 %"
"2021-03-04","   .01 %","   .03 %","   .01 %","","   .01 %","   .02 %","   .01 %","","   .00 %","   .01 %","   .02 %","   .02 %","","   .00 %","   .01 %"
"2021-03-05","   .01 %","   .03 %","   .01 %","","   .01 %","   .02 %","   .01 %","","","   .01 %","   .01 %","   .02 %","   .00 %","   .00 %","   .01 %"
"2021-03-06","   .01 %","   .04 %","   .01 %","","   .01 %","   .03 %","   .01 %","","   .00 %","","   .02 %","   .03 %","   .00 %","   .01 %","   .01 %"
"2021-03-07","   .01 %","   .04 %","   .01 %","","   .01 %","   .03 %","   .01 %","","   .00 %","   .01 %","   .01 %","   .03 %","   .00 %","   .00 %","   .01 %"
"2021-03-08","   .01 %","   .04 %","   .01 %","","   .01 %","   .03 %","   .01 %","","   .00 %","   .01 %","   .01 %","   .02 %","   .00 %","   .00 %","   .01 %"
"2021-03-09","   .01 %","   .04 %","   .01 %","","   .01 %","   .03 %","   .01 %","","   .00 %","   .01 %","   .01 %","   .02 %","   .00 %","   .00 %","   .01 %"
"2021-03-10","   .01 %","   .04 %","   .00 %","","   .01 %","   .04 %","   .01 %","","   .00 %","   .01 %","   .01 %","   .02 %","   .00 %","   .00 %","   .01 %"
"2021-03-11","   .01 %","   .05 %","   .01 %","","   .01 %","   .04 %","   .01 %","","   .01 %","   .01 %","   .01 %","   .02 %","","   .00 %","   .01 %"
"2021-03-12","   .01 %","   .06 %","   .01 %","","   .01 %","   .04 %","   .01 %","","   .00 %","   .01 %","   .01 %","   .02 %","   .00 %","   .00 %","   .01 %"
"2021-03-13","   .01 %","   .06 %","   .02 %","","   .02 %","   .05 %","   .01 %","","   .01 %","   .01 %","   .01 %","   .03 %","   .00 %","   .00 %","   .01 %"
"2021-03-14","   .01 %","   .07 %","   .02 %","","   .03 %","   .05 %","   .01 %","","   .01 %","   .01 %","   .01 %","   .04 %","   .01 %","   .00 %","   .01 %"
"2021-03-15","   .01 %","   .07 %","   .02 %","","   .03 %","   .04 %","   .01 %","","   .01 %","   .01 %","   .02 %","   .03 %","   .01 %","   .00 %","   .01 %"
"2021-03-16","   .02 %","   .07 %","   .03 %","","   .04 %","   .05 %","   .01 %","","   .01 %","   .01 %","   .02 %","   .04 %","   .01 %","   .00 %","   .02 %"
"2021-03-17","   .02 %","   .06 %","   .02 %","","   .05 %","   .05 %","   .02 %","","   .01 %","   .01 %","   .02 %","   .04 %","   .01 %","   .00 %","   .02 %"
"2021-03-18","   .02 %","   .06 %","   .02 %","","   .05 %","   .05 %","   .03 %","","   .01 %","   .01 %","   .02 %","   .04 %","   .01 %","   .00 %","   .02 %"
"2021-03-19","   .02 %","   .05 %","   .02 %","","   .06 %","   .05 %","   .03 %","","   .01 %","   .01 %","   .02 %","   .04 %","   .01 %","   .00 %","   .02 %"
"2021-03-20","   .02 %","   .06 %","   .02 %","","   .07 %","   .06 %","   .04 %","","   .01 %","   .02 %","   .02 %","   .05 %","   .01 %","   .00 %","   .02 %"
"2021-03-21","   .03 %","   .06 %","   .02 %","","   .08 %","   .06 %","   .05 %","","   .01 %","   .02 %","   .02 %","   .05 %","   .02 %","   .00 %","   .02 %"
"2021-03-22","   .03 %","   .06 %","   .02 %","","   .07 %","   .07 %","   .05 %","","   .01 %","   .02 %","   .03 %","   .05 %","   .02 %","","   .03 %"
"2021-03-23","   .04 %","   .06 %","   .04 %","","   .08 %","   .09 %","   .05 %","","   .01 %","   .03 %","   .03 %","   .06 %","   .02 %","   .01 %","   .02 %"
"2021-03-24","   .05 %","   .08 %","   .05 %","","   .09 %","   .10 %","   .06 %","","   .02 %","   .03 %","   .03 %","   .08 %","   .02 %","   .01 %","   .02 %"
"2021-03-25","   .06 %","   .10 %","   .05 %","","   .10 %","   .11 %","   .05 %","","   .02 %","   .04 %","   .04 %","   .10 %","   .03 %","   .01 %","   .02 %"
"2021-03-26","   .06 %","   .13 %","   .06 %","","   .13 %","   .14 %","   .05 %","","   .03 %","   .06 %","   .05 %","   .15 %","   .03 %","   .01 %","   .03 %"
"2021-03-27","   .06 %","   .16 %","   .06 %","","   .16 %","   .18 %","   .06 %","","   .03 %","   .07 %","   .07 %","   .18 %","   .03 %","   .02 %","   .04 %"
"2021-03-28","   .06 %","   .19 %","   .04 %","","   .20 %","   .21 %","   .07 %","","   .04 %","   .09 %","   .07 %","   .22 %","   .04 %","   .02 %","   .04 %"
"2021-03-29","   .07 %","   .20 %","   .03 %","","   .22 %","   .23 %","   .09 %","","   .05 %","   .11 %","   .09 %","   .24 %","   .04 %","   .02 %","   .06 %"
"2021-03-30","   .07 %","   .20 %","   .03 %","","   .24 %","   .27 %","   .09 %","","   .05 %","   .11 %","   .10 %","   .27 %","   .03 %","   .02 %","   .06 %"
"2021-03-31","   .07 %","   .19 %","   .03 %","","   .28 %","   .27 %","   .09 %","","   .06 %","   .10 %","   .10 %","   .27 %","   .03 %","   .01 %","   .07 %"
"2021-04-01","   .08 %","   .22 %","   .02 %","","   .32 %","   .29 %","   .09 %","","   .07 %","   .10 %","   .08 %","   .28 %","   .03 %","   .01 %","   .08 %"
"2021-04-02","   .08 %","   .22 %","   .02 %","","   .34 %","   .30 %","   .09 %","","   .08 %","   .11 %","   .10 %","   .29 %","   .04 %","   .01 %","   .08 %"
"2021-04-03","   .07 %","   .23 %","   .02 %","","   .37 %","   .33 %","   .10 %","","   .08 %","   .14 %","   .09 %","   .31 %","   .06 %","   .01 %","   .09 %"
"2021-04-04","   .07 %","   .26 %","   .02 %","","   .41 %","   .34 %","   .10 %","","   .10 %","   .18 %","   .10 %","   .33 %","   .08 %","   .01 %","   .10 %"
"2021-04-05","   .06 %","   .30 %","   .02 %","","   .39 %","   .35 %","   .10 %","","   .10 %","   .21 %","   .10 %","   .34 %","   .07 %","   .01 %","   .09 %"
"2021-04-06","   .06 %","   .31 %","   .02 %","","   .43 %","   .37 %","   .11 %","","   .10 %","   .27 %","   .14 %","   .36 %","   .09 %","   .01 %","   .09 %"
"2021-04-07","   .11 %","   .32 %","   .02 %","","   .44 %","   .44 %","   .15 %","","   .11 %","   .29 %","   .17 %","   .39 %","   .09 %","   .02 %","   .14 %"
"2021-04-08","   .14 %","   .38 %","   .03 %","","   .47 %","   .43 %","   .23 %","","   .15 %","   .30 %","   .22 %","   .42 %","   .09 %","   .02 %","   .14 %"
"2021-04-09","   .17 %","   .41 %","   .04 %","","   .50 %","   .47 %","   .24 %","","   .17 %","   .34 %","   .24 %","   .45 %","   .09 %","   .02 %","   .19 %"
"2021-04-10","   .21 %","   .51 %","   .05 %","","   .56 %","   .52 %","   .32 %","","   .21 %","   .33 %","   .34 %","   .50 %","   .14 %","   .02 %","   .22 %"
"2021-04-11","   .25 %","   .60 %","   .05 %","","   .58 %","   .56 %","   .35 %","","   .26 %","   .31 %","   .42 %","   .55 %","   .21 %","   .03 %","   .26 %"
"2021-04-12","   .22 %","   .67 %","   .07 %","","   .59 %","   .55 %","   .35 %","","   .26 %","   .33 %","   .48 %","   .59 %","   .23 %","   .03 %","   .30 %"
"2021-04-13","   .22 %","   .75 %","   .14 %","","   .64 %","   .59 %","   .27 %","","   .30 %","   .35 %","   .52 %","   .63 %","   .27 %","   .03 %","   .38 %"
"2021-04-14","   .26 %","   .75 %","   .23 %","","   .62 %","   .51 %","   .36 %","","   .32 %","   .34 %","   .69 %","   .65 %","   .32 %","   .04 %","   .36 %"
"2021-04-15","   .31 %","   .77 %","   .28 %","","   .64 %","   .55 %","   .46 %","","   .34 %","   .37 %","   .80 %","   .66 %","   .39 %","   .04 %","   .35 %"
"2021-04-16","   .34 %","   .83 %","   .40 %","","   .69 %","   .52 %","   .58 %","","   .42 %","   .42 %","   .90 %","   .68 %","   .43 %","   .05 %","   .37 %"
"2021-04-17","   .43 %","   .90 %","   .52 %","","   .80 %","   .59 %","   .68 %","","   .57 %","   .53 %","  1.05 %","   .68 %","   .54 %","   .06 %","   .35 %"
"2021-04-18","   .48 %","   .96 %","   .45 %","","   .84 %","   .66 %","   .87 %","","   .58 %","   .63 %","  1.29 %","   .72 %","   .64 %","   .07 %","   .30 %"
"2021-04-19","   .44 %","  1.09 %","   .45 %","","   .95 %","   .67 %","   .88 %","","   .59 %","   .69 %","  1.42 %","   .76 %","   .57 %","   .06 %","   .32 %"
"2021-04-20","   .42 %","  1.13 %","   .51 %","","  1.08 %","   .69 %","   .91 %","","   .61 %","  1.02 %","  1.71 %","   .82 %","   .61 %","   .08 %","   .39 %"
"2021-04-21","   .56 %","  1.15 %","   .53 %","","  1.19 %","   .70 %","  1.03 %","","   .55 %","  1.18 %","  2.03 %","   .91 %","   .73 %","   .06 %","   .38 %"
"2021-04-22","   .66 %","  1.22 %","   .52 %","","  1.24 %","   .76 %","  1.27 %","","   .47 %","  1.23 %","  2.25 %","  1.01 %","   .84 %","   .08 %","   .41 %"
"2021-04-23","   .91 %","  1.34 %","   .63 %","","  1.40 %","   .89 %","  1.39 %","","   .48 %","  1.32 %","  2.26 %","  1.11 %","   .87 %","   .11 %","   .46 %"
"2021-04-24","  1.15 %","  1.35 %","   .67 %","","  1.53 %","  1.05 %","  1.49 %","","   .53 %","  1.42 %","  2.48 %","  1.20 %","  1.13 %","   .16 %","   .58 %"
"2021-04-25","  1.36 %","  1.44 %","   .68 %","","  1.59 %","  1.11 %","  1.58 %","","   .55 %","  1.37 %","  2.54 %","  1.30 %","  1.28 %","   .21 %","   .55 %"
"2021-04-26","  1.23 %","  1.37 %","   .73 %","","  1.53 %","  1.11 %","  1.47 %","","   .61 %","  1.53 %","  2.30 %","  1.34 %","  1.28 %","   .25 %","   .64 %"
"2021-04-27","  1.19 %","  1.44 %","   .63 %","","  1.69 %","  1.05 %","  1.20 %","","   .65 %","  1.63 %","  2.24 %","  1.39 %","  1.30 %","   .30 %","   .63 %"
"2021-04-28","  1.20 %","  1.43 %","   .72 %","","  1.76 %","   .92 %","  1.08 %","","   .74 %","  1.86 %","  2.26 %","  1.42 %","  1.34 %","   .37 %","   .71 %"
"2021-04-29","  1.30 %","  1.51 %","   .83 %","","  1.76 %","   .90 %","  1.08 %","","   .78 %","  1.86 %","  2.26 %","  1.45 %","  1.34 %","   .43 %","   .74 %"
"2021-04-30","  1.48 %","  1.68 %","   .95 %","","  1.84 %","   .91 %","  1.01 %","","   .87 %","  1.80 %","  2.17 %","  1.51 %","  1.34 %","   .53 %","   .91 %"
"2021-05-01","  1.79 %","  2.00 %","  1.14 %","","  1.96 %","  1.03 %","  1.20 %","","  1.03 %","  1.64 %","  2.48 %","  1.66 %","  1.32 %","   .71 %","  1.00 %"
"2021-05-02","  1.92 %","  2.12 %","  1.50 %","","  1.99 %","  1.17 %","  1.72 %","","  1.26 %","  1.56 %","  2.83 %","  1.85 %","  1.39 %","  1.02 %","  1.24 %"
"2021-05-03","  1.86 %","  2.04 %","  1.55 %","","  1.78 %","  1.32 %","  2.16 %","","  1.40 %","  1.38 %","  2.91 %","  2.04 %","  1.55 %","  1.13 %","  1.35 %"
"2021-05-04","  1.97 %","  2.09 %","  1.45 %","","  1.74 %","  1.44 %","  2.26 %","","  1.68 %","  1.40 %","  2.99 %","  2.21 %","  1.71 %","  1.26 %","  1.37 %"
"2021-05-05","  2.02 %","  1.89 %","  1.50 %","","  1.68 %","  1.56 %","  2.47 %","","  2.02 %","  1.40 %","  3.03 %","  2.35 %","  1.86 %","  1.34 %","  1.40 %"
"2021-05-06","  2.02 %","  1.78 %","  1.58 %","","  1.58 %","  1.50 %","  2.56 %","","  2.13 %","  1.43 %","  2.92 %","  2.39 %","  2.04 %","  1.33 %","  1.48 %"
"2021-05-07","  2.09 %","  1.63 %","  1.42 %","","  1.39 %","  1.41 %","  2.21 %","","  1.85 %","  1.53 %","  2.54 %","  2.32 %","  1.97 %","  1.10 %","  1.33 %"
"2021-05-08","  2.19 %","  1.69 %","  1.46 %","","  1.46 %","  1.43 %","  1.88 %","","  1.78 %","  1.54 %","  2.40 %","  2.39 %","  1.79 %","  1.09 %","  1.37 %"
"2021-05-09","  2.11 %","  1.64 %","  1.67 %","","  1.51 %","  1.48 %","  1.88 %","","  1.55 %","  1.61 %","  2.10 %","  2.39 %","  1.73 %","  1.17 %","  1.49 %"
"2021-05-10","  1.72 %","  1.59 %","  1.65 %","","  1.42 %","  1.32 %","  1.62 %","","  1.19 %","  1.64 %","  1.89 %","  2.23 %","  1.49 %","   .99 %","  1.56 %"
"2021-05-11","  1.71 %","  1.57 %","  1.37 %","","  1.49 %","  1.42 %","  1.32 %","","  1.03 %","  1.70 %","  1.73 %","  2.24 %","  1.32 %","  1.07 %","  1.75 %"
"2021-05-12","  1.76 %","  1.50 %","  1.49 %","","  1.53 %","  1.47 %","  1.34 %","","  1.22 %","  1.71 %","  1.62 %","  2.27 %","  1.28 %","  1.12 %","  2.04 %"
"2021-05-13","  1.79 %","  1.53 %","  1.58 %","","  1.58 %","  1.38 %","  1.31 %","","  1.30 %","  1.69 %","  1.46 %","  2.12 %","  1.35 %","  1.19 %","  2.07 %"
"2021-05-14","  1.79 %","  1.58 %","  1.62 %","","  1.50 %","  1.30 %","  1.22 %","","  1.35 %","  1.70 %","  1.28 %","  2.07 %","  1.30 %","  1.11 %","  2.09 %"
"2021-05-15","  2.21 %","  1.74 %","  1.72 %","","  1.51 %","  1.39 %","  1.24 %","","  1.49 %","  1.58 %","  1.24 %","  2.11 %","  1.40 %","  1.25 %","  2.16 %"
"2021-05-16","  2.42 %","  1.77 %","  1.86 %","","  1.46 %","  1.31 %","  1.23 %","","  1.58 %","  1.54 %","  1.24 %","  2.00 %","  1.46 %","  1.38 %","  2.04 %"
"2021-05-17","  2.35 %","  1.71 %","  1.85 %","","  1.41 %","  1.13 %","  1.09 %","","  1.54 %","  1.44 %","  1.22 %","  1.93 %","  1.53 %","  1.36 %","  1.77 %"
"2021-05-18","  2.43 %","  1.68 %","  1.77 %","","  1.26 %","  1.15 %","  1.00 %","","  1.36 %","  1.35 %","  1.34 %","  1.95 %","  1.53 %","  1.37 %","  1.64 %"
"2021-05-19","  2.41 %","  1.64 %","  1.74 %","","  1.21 %","  1.26 %","  1.01 %","","  1.42 %","  1.23 %","  1.49 %","  1.88 %","  1.52 %","  1.43 %","  1.56 %"
"2021-05-20","  2.15 %","  1.65 %","  1.73 %","","  1.17 %","  1.25 %","  1.01 %","","  1.44 %","  1.27 %","  1.53 %","  1.85 %","  1.47 %","  1.55 %","  1.37 %"
"2021-05-21","  1.84 %","  1.64 %","  1.77 %","","  1.11 %","  1.39 %","  1.05 %","","  1.35 %","  1.18 %","  1.43 %","  1.79 %","  1.43 %","  1.39 %","  1.13 %"
"2021-05-22","  1.76 %","  1.74 %","  1.75 %","","  1.01 %","  1.55 %","  1.09 %","","  1.37 %","  1.10 %","  1.42 %","  1.79 %","  1.37 %","  1.43 %","  1.14 %"
"2021-05-23","  1.57 %","  1.68 %","  1.72 %","","   .99 %","  1.46 %","  1.11 %","","  1.43 %","  1.05 %","  1.30 %","  1.64 %","  1.31 %","  1.45 %","  1.09 %"
"2021-05-24","  1.34 %","  1.53 %","  1.60 %","","   .87 %","  1.13 %","  1.01 %","","  1.23 %","   .91 %","  1.17 %","  1.56 %","  1.17 %","  1.25 %","  1.00 %"
"2021-05-25","  1.20 %","  1.36 %","  1.48 %","","   .75 %","   .99 %","  1.04 %","","  1.11 %","   .79 %","  1.05 %","  1.52 %","  1.07 %","  1.13 %","   .86 %"
"2021-05-26","  1.19 %","  1.20 %","  1.44 %","","   .70 %","   .82 %","  1.04 %","","  1.04 %","   .77 %","  1.05 %","  1.48 %","   .97 %","  1.12 %","   .89 %"
"2021-05-27","  1.13 %","  1.22 %","  1.33 %","","   .69 %","   .72 %","  1.00 %","","   .99 %","   .80 %","   .91 %","  1.32 %","   .88 %","  1.04 %","   .86 %"
"2021-05-28","  1.01 %","  1.20 %","  1.23 %","","   .62 %","   .79 %","   .96 %","","   .93 %","   .77 %","   .89 %","  1.23 %","   .79 %","   .88 %","   .78 %"
"2021-05-29","  1.03 %","  1.25 %","  1.19 %","","   .64 %","   .90 %","   .93 %","","   .94 %","   .83 %","   .85 %","  1.11 %","   .75 %","   .97 %","   .72 %"
"2021-05-30","  1.05 %","  1.24 %","  1.17 %","","   .64 %","   .97 %","   .80 %","","   .91 %","   .83 %","   .77 %","   .98 %","   .69 %","   .90 %","   .78 %"
"2021-05-31","   .84 %","  1.17 %","  1.02 %","","   .57 %","   .87 %","   .71 %","","   .76 %","   .69 %","   .58 %","   .78 %","   .58 %","   .72 %","   .68 %"
"2021-06-01","   .76 %","  1.00 %","  1.02 %","","   .53 %","   .86 %","   .58 %","","   .73 %","   .56 %","   .58 %","   .70 %","   .49 %","   .71 %","   .58 %"
"2021-06-02","   .79 %","   .91 %","  1.07 %","","   .52 %","   .79 %","   .48 %","","   .69 %","   .53 %","   .51 %","   .65 %","   .41 %","   .72 %","   .60 %"
"2021-06-03","   .76 %","   .85 %","  1.06 %","","   .50 %","   .80 %","   .44 %","","   .65 %","   .48 %","   .47 %","   .62 %","   .39 %","   .65 %","   .59 %"
