"date","New Jersey/Atlantic","New Jersey/Bergen","New Jersey/Burlington","New Jersey/Camden","New Jersey/Cape May","New Jersey/Cumberland","New Jersey/Essex","New Jersey/Gloucester","New Jersey/Hudson","New Jersey/Hunterdon","New Jersey/Mercer","New Jersey/Middlesex","New Jersey/Monmouth","New Jersey/Morris","New Jersey/Ocean","New Jersey/Passaic","New Jersey/Salem","New Jersey/Somerset","New Jersey/Sussex","New Jersey/Unassigned","New Jersey/Union","New Jersey/Warren"
"2020-04-08","   .00 %"," 19.39 %"," 30.77 %"," 83.33 %"," 50.00 %","   .00 %"," 18.97 %"," 40.00 %"," 18.45 %","   .00 %"," 16.67 %"," 39.00 %"," 21.13 %"," 17.24 %"," 18.82 %"," 14.52 %","   .00 %"," 15.00 %"," 40.00 %","-20.00 %"," 31.58 %"," 28.57 %"
"2020-04-09","   .00 %","  9.87 %"," 23.53 %","  4.55 %","   .00 %"," 50.00 %"," 16.30 %"," 14.29 %","  8.20 %"," ##.## %"," 28.57 %","  9.35 %"," 13.95 %"," 14.71 %"," 17.82 %"," 15.49 %","   .00 %"," 28.26 %","   .00 %","   .00 %"," 16.00 %","   .00 %"
"2020-04-10"," 50.00 %"," 13.04 %","  4.76 %"," 26.09 %"," 66.67 %","   .00 %","  9.66 %","   .00 %"," 23.48 %"," 75.00 %","  8.33 %"," 10.53 %","  9.18 %"," 15.38 %","  1.68 %"," 23.17 %","   .00 %"," 16.95 %"," 23.81 %","-50.00 %"," 11.03 %"," 66.67 %"
"2020-04-11"," 16.67 %"," 11.54 %","   .00 %","   .00 %","   .00 %","   .00 %"," 17.05 %"," 12.50 %"," 12.27 %"," 57.14 %"," 25.64 %","  5.36 %","  7.48 %"," 12.59 %","  9.09 %"," 17.82 %","   .00 %"," 13.04 %","  3.85 %","   .00 %"," 21.12 %"," 20.00 %"
"2020-04-12"," 14.29 %","  4.14 %","  4.55 %"," 10.34 %"," 80.00 %","   .00 %","  3.88 %","   .00 %"," 23.50 %","   .00 %","  2.04 %","  9.04 %","  6.96 %","  6.58 %","  4.55 %"," 10.08 %"," 33.33 %","  1.28 %"," 29.63 %","   .00 %","  7.18 %"," 22.22 %"
"2020-04-13","   .00 %","  6.40 %","  4.35 %","  9.38 %","   .00 %","   .00 %","  1.17 %","   .00 %","  4.42 %","   .00 %","  6.00 %","  5.70 %","  3.25 %","   .00 %","  2.17 %","  3.82 %","   .00 %","  7.59 %","  8.57 %","   .00 %","  3.83 %","  9.09 %"
"2020-04-14"," 37.50 %"," 14.11 %"," 16.67 %"," 17.14 %"," 11.11 %","   .00 %"," 23.56 %"," 22.22 %"," 17.37 %","   .00 %"," 33.96 %","  5.88 %"," 14.17 %"," 18.52 %","  5.67 %"," 14.71 %","   .00 %","  7.06 %","  2.63 %","   .00 %","  9.68 %","  4.17 %"
"2020-04-15"," 18.18 %"," 10.55 %"," 60.71 %"," 19.51 %","   .00 %","   .00 %"," 10.28 %"," 27.27 %"," 12.64 %"," 27.27 %","  7.04 %"," 14.81 %"," 15.17 %"," 10.42 %"," 11.41 %"," 16.67 %","   .00 %"," 10.99 %","  5.13 %","   .00 %"," 13.03 %"," 20.00 %"
"2020-04-16","   .00 %","  9.87 %"," 15.56 %"," 22.45 %","   .00 %","   .00 %","  8.81 %"," 28.57 %"," 16.99 %","  7.14 %"," 14.47 %"," 12.10 %"," 13.77 %","  1.89 %"," 11.45 %"," 15.93 %","   .00 %"," 19.80 %","  4.88 %"," 50.00 %"," 11.90 %"," 10.00 %"
"2020-04-17"," 30.77 %","  6.89 %","  3.85 %","  6.67 %"," 40.00 %","   .00 %","  6.54 %"," 22.22 %"," 15.07 %","  6.67 %"," 16.09 %"," 11.15 %","  8.42 %","  7.41 %","  8.65 %","  4.74 %","   .00 %"," 11.57 %"," 25.58 %","   .00 %","  9.63 %","  9.09 %"
"2020-04-18"," 11.76 %","  3.78 %","  5.56 %"," 14.06 %","   .00 %"," 33.33 %","  7.02 %","  4.55 %","  3.33 %","  6.25 %","  8.91 %","  1.29 %","  7.28 %","  9.91 %","  5.47 %","  9.95 %","   .00 %","  8.15 %","  1.85 %","-33.33 %","  7.88 %","  8.33 %"
"2020-04-19","   .00 %","  3.51 %","  1.75 %","  1.37 %","   .00 %","   .00 %","  1.09 %","  4.35 %"," 41.01 %","  5.88 %","  2.73 %","  5.11 %","  2.26 %","   .78 %","  2.36 %","  2.88 %","   .00 %","  8.22 %"," 12.73 %","-##.## %","  4.49 %"," 12.82 %"
"2020-04-20","   .00 %","  2.61 %","  5.17 %","  9.46 %","  7.14 %","   .00 %","  1.49 %","  4.17 %","   .00 %","   .00 %","  7.96 %","  4.86 %","  1.77 %","  4.67 %","  2.30 %","  5.20 %","   .00 %","  7.59 %","  3.23 %","   .00 %","  4.03 %","  6.82 %"
"2020-04-21","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.92 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-22"," 26.32 %"," 11.31 %"," 11.48 %"," 16.05 %","  6.67 %"," 25.00 %"," 18.24 %"," 16.00 %","  3.30 %"," 16.67 %"," 18.85 %","  6.96 %","  9.13 %"," 14.87 %"," 21.62 %"," 24.33 %"," 50.00 %","  7.65 %"," 18.75 %","-##.## %"," 24.29 %"," 17.02 %"
"2020-04-23"," 25.00 %","  3.54 %"," 11.76 %"," 10.64 %","   .00 %","   .00 %","  4.95 %","  3.45 %","  1.37 %","  4.76 %"," 12.41 %","  7.32 %","  3.59 %","  4.85 %","  5.93 %","  7.03 %","   .00 %","  7.10 %","  7.89 %","   .00 %","  7.07 %","  9.09 %"
"2020-04-24"," -3.33 %","  2.98 %","  6.58 %","  1.92 %","   .00 %","   .00 %","  4.61 %","   .00 %","  6.01 %","   .00 %","  9.20 %","  4.29 %","  5.00 %","  4.94 %","  5.24 %","  9.43 %","   .00 %","  1.02 %","  2.44 %","   .00 %","  5.24 %","  1.67 %"
"2020-04-25","   .00 %","  2.14 %","  8.64 %"," 11.32 %"," 12.50 %"," 20.00 %","  4.51 %","   .00 %","   .00 %","  4.55 %","  2.81 %","  4.36 %","  5.13 %","  2.06 %","  5.32 %","  8.62 %","   .00 %"," 10.61 %","  8.33 %","   .00 %","  3.87 %","  3.28 %"
"2020-04-26","   .00 %","   .10 %","  6.82 %","  2.54 %","   .00 %","   .00 %","   .39 %","  3.33 %"," -6.37 %","   .00 %","  2.73 %","  2.55 %","  1.39 %","  1.15 %","  1.58 %","  2.40 %","   .00 %","  1.83 %","  1.10 %","   .00 %","  1.42 %","  3.17 %"
"2020-04-27","  3.45 %","   .52 %","  4.26 %","   .83 %","   .00 %"," 33.33 %","   .49 %","  6.45 %","  1.82 %","   .00 %","  3.19 %","  2.94 %","  3.78 %","  1.14 %","  2.48 %","  2.82 %"," 16.67 %","  1.79 %","  1.09 %","   .00 %","  2.10 %","  3.08 %"
"2020-04-28"," 16.67 %","  4.38 %","  8.16 %","  1.64 %"," 11.11 %"," 25.00 %","  6.03 %"," 15.15 %","  7.28 %","  4.35 %","  9.28 %"," 13.19 %","   .99 %","  6.20 %","  3.64 %","  8.45 %"," 14.29 %","  6.61 %","  4.30 %","   .00 %","  7.55 %","  5.97 %"
"2020-04-29","  5.71 %","  5.49 %"," 10.38 %","  9.68 %","  5.00 %","   .00 %","  4.50 %","  5.26 %","  4.99 %","   .00 %","  3.77 %","  3.11 %","  3.93 %","  2.65 %","  7.31 %","  8.63 %"," 12.50 %","  4.13 %","  2.06 %","   .00 %","  4.15 %"," 14.08 %"
"2020-04-30"," 10.81 %","  7.47 %"," 11.11 %","  8.09 %","  4.76 %"," 20.00 %","  4.13 %"," 15.00 %","  5.28 %"," 20.83 %","  5.00 %","  7.53 %","  7.57 %","  6.72 %","  8.17 %"," 11.05 %"," 11.11 %","  7.14 %","  4.04 %","   .00 %","  5.67 %","  1.23 %"
"2020-05-01","  9.76 %","  4.49 %"," 10.77 %","  5.44 %","   .00 %","  8.33 %","  4.55 %","  4.35 %","  2.63 %","  6.90 %","  3.46 %","  3.50 %","  4.11 %","  4.12 %","  5.79 %","  4.54 %"," 10.00 %","  4.44 %","  6.80 %","   .00 %","  3.48 %","  1.22 %"
"2020-05-02","  6.67 %","  1.26 %","  1.39 %","  3.87 %","  4.55 %"," 23.08 %","  2.02 %","  4.17 %","  1.83 %"," 12.90 %","  5.44 %","  4.57 %","  4.79 %","  2.33 %","  1.43 %","  4.17 %","  9.09 %","  2.48 %","  3.64 %","   .00 %","  2.38 %","  1.20 %"
"2020-05-03","  2.08 %","   .67 %","  2.05 %","  1.24 %","  4.35 %","  6.25 %","  1.34 %","  2.00 %","  1.32 %","  5.71 %","  1.19 %","  3.40 %","  2.69 %","  2.05 %","  3.29 %","  1.28 %","  8.33 %","  2.08 %","   .88 %","   .00 %","   .96 %","  2.38 %"
"2020-05-04","  4.08 %","   .41 %","   .00 %","   .00 %","   .00 %"," 11.76 %","   .78 %","   .00 %","   .00 %","   .00 %","   .39 %","   .47 %","   .79 %","   .00 %","  1.59 %","   .16 %","  7.69 %","  1.02 %","   .87 %","   .00 %","  -.14 %","  1.16 %"
"2020-05-05","   .00 %","  3.79 %"," 10.07 %"," 10.43 %","  8.33 %"," 21.05 %","  2.09 %"," 19.61 %","  2.96 %","  2.70 %","  9.38 %","  3.89 %","  3.38 %","  5.57 %","  4.92 %","  4.74 %","  7.14 %","  2.68 %","  3.45 %","   .00 %","  4.21 %","  4.60 %"
"2020-05-06","  5.88 %","  2.22 %","  7.93 %","  5.00 %","  7.69 %","  8.70 %","  2.27 %","  3.28 %","  3.79 %","  2.63 %","  6.43 %","  5.85 %","  4.77 %","  3.59 %","  2.99 %","  4.07 %"," 13.33 %","  2.94 %","  1.67 %","   .00 %","  4.17 %","  3.30 %"
"2020-05-07"," 14.81 %","  2.33 %","  4.52 %","  2.12 %"," 10.71 %","   .00 %","  1.93 %","  4.76 %","  3.54 %"," 10.26 %","  5.03 %","  4.39 %","  2.64 %","  2.44 %","  3.52 %","  1.88 %","  5.88 %","  1.59 %","   .82 %","   .00 %","  3.62 %","  5.32 %"
"2020-05-08","  9.68 %","   .76 %","  2.70 %","  3.11 %","   .00 %"," 12.00 %","  1.96 %","  9.09 %","  1.07 %","  2.33 %","  2.88 %","  1.49 %","   .23 %","   .60 %","  3.20 %","  1.71 %","   .00 %","  2.50 %","  1.63 %","   .00 %","  1.81 %","  2.02 %"
"2020-05-09","  5.88 %","  1.43 %","  2.11 %","  9.05 %","  3.23 %"," 21.43 %","   .86 %","  9.72 %","   .95 %","  4.55 %","  2.48 %","  1.47 %","  2.33 %","   .99 %","  1.16 %","  2.66 %","   .00 %","   .91 %","  1.60 %","   .00 %","   .95 %","  1.98 %"
"2020-05-10","   .00 %","   .52 %","  2.06 %","  3.69 %","   .00 %","  5.88 %","   .64 %","  2.53 %","  1.57 %","   .00 %","  1.21 %","  4.48 %","   .91 %","   .98 %","  3.45 %","  1.36 %","   .00 %","   .60 %","   .00 %","   .00 %","  1.76 %","   .97 %"
"2020-05-11","  6.94 %","   .22 %","  1.01 %","   .89 %","   .00 %"," 11.11 %","   .56 %","  2.47 %","  2.79 %"," -2.17 %","  1.80 %","   .13 %","   .45 %","   .39 %","  1.30 %","   .40 %","   .00 %","   .60 %","   .79 %","   .00 %","   .92 %","   .00 %"
"2020-05-12","  2.60 %","  2.21 %","  4.00 %","  3.96 %","  9.38 %","  7.50 %","  1.19 %","  8.43 %","   .40 %","   .00 %","  2.65 %","   .88 %","  3.37 %","   .97 %","  2.74 %","  2.41 %","   .00 %","  1.19 %","  5.47 %","   .00 %","  2.74 %","  3.85 %"
"2020-05-13"," 11.39 %","  1.51 %","  2.88 %","  4.24 %","  5.71 %","   .00 %","  2.35 %","  2.22 %","   .70 %","  4.44 %","  3.15 %","  2.25 %","  1.30 %","  1.53 %","  1.60 %","  2.61 %","   .00 %","   .29 %","  1.48 %","   .00 %","  1.00 %","  5.56 %"
"2020-05-14"," 12.50 %","   .99 %","  6.54 %","  4.07 %","  5.41 %"," 11.63 %","   .94 %","  6.52 %","  2.48 %","  2.13 %","  3.89 %","  2.69 %","  3.00 %","  1.51 %","  4.20 %","  2.17 %","   .00 %","  2.35 %","   .00 %","   .00 %","  2.42 %","   .88 %"
"2020-05-15","  8.08 %","  1.41 %","  4.39 %","  2.34 %","  2.56 %","   .00 %","  1.60 %","  8.16 %","   .97 %","  2.08 %","  3.21 %","  2.85 %","  3.12 %","  2.04 %","  2.52 %","  1.75 %","   .00 %","  3.16 %","   .00 %","   .00 %","   .97 %","  2.61 %"
"2020-05-16","  2.80 %","   .49 %","   .42 %","  2.29 %","  2.50 %","  2.08 %","   .92 %","  6.60 %","   .29 %","   .00 %","  2.59 %","   .81 %","  1.62 %","  2.00 %","  1.15 %","  1.84 %","  5.56 %","  1.11 %","   .00 %","   .00 %","   .75 %","   .00 %"
"2020-05-17","  1.82 %","   .34 %","   .00 %","  1.49 %","   .00 %","  4.08 %","   .07 %","  2.65 %","  1.15 %","  6.12 %","  2.78 %","  1.38 %","   .99 %","   .00 %","  1.46 %","   .84 %","   .00 %","  3.31 %","   .73 %","   .00 %","  1.16 %","  1.69 %"
"2020-05-18","   .00 %","   .34 %","  2.51 %","  1.10 %","   .00 %","  3.92 %","   .98 %","   .86 %","  1.04 %","   .00 %","   .25 %","   .45 %","   .98 %","  1.43 %","  1.12 %","   .12 %","  5.26 %","   .00 %","   .00 %","   .00 %","   .52 %","   .83 %"
"2020-05-19","  8.04 %","   .96 %","   .82 %","  1.45 %","  2.44 %","  5.66 %","  1.03 %","  6.84 %","  1.31 %","  1.92 %","  3.43 %","  1.69 %","  1.36 %","   .53 %","  1.58 %","   .36 %","  5.00 %","  1.87 %","   .72 %","   .00 %","  1.56 %","   .00 %"
"2020-05-20","  4.13 %","  1.76 %","   .81 %","  2.51 %","   .00 %","  1.79 %","   .32 %","  1.60 %","  2.22 %","  3.77 %","  2.13 %","  1.11 %","  2.12 %","  1.57 %","  2.02 %","  1.54 %","  9.52 %","   .52 %","   .72 %","   .00 %","  1.74 %","   .83 %"
"2020-05-21","  1.59 %","   .53 %","   .00 %","  1.40 %","  4.76 %","  5.26 %","   .51 %","  1.57 %","  1.36 %","   .00 %","  1.62 %","   .88 %","  1.13 %","   .34 %","   .76 %","  1.05 %","  4.35 %","   .78 %","   .00 %","   .00 %","  1.11 %","   .82 %"
"2020-05-22","  1.56 %","   .46 %","  4.82 %","  3.10 %","  4.55 %","  1.67 %","   .38 %","  2.33 %","  1.16 %","   .00 %","  1.14 %","  1.52 %","  1.12 %","   .69 %","  2.57 %","  1.97 %","  8.33 %","  1.29 %","   .71 %","   .00 %","  1.29 %","   .00 %"
"2020-05-23"," 10.00 %","   .40 %","  1.92 %","  1.34 %","  4.35 %","  1.64 %","   .25 %","  1.52 %","   .35 %","  3.64 %","   .90 %","   .75 %","  1.47 %","   .51 %","  1.18 %","   .79 %","  3.85 %","  1.28 %","  2.84 %","   .00 %","   .39 %","  2.44 %"
"2020-05-24","   .70 %","   .26 %","  1.50 %","  1.32 %","   .00 %","  1.61 %","   .69 %","   .00 %","   .09 %","   .00 %","   .45 %","  1.38 %","   .91 %","   .34 %","   .00 %","   .23 %","  3.70 %","   .50 %","   .00 %","   .00 %","   .29 %","   .00 %"
"2020-05-25","   .00 %","   .00 %","   .37 %","   .33 %","   .00 %","   .00 %","  -.12 %","  2.99 %","  -.18 %","   .00 %","   .22 %","   .00 %","   .00 %","   .17 %","   .58 %","   .11 %","  3.57 %","   .00 %","   .00 %","   .00 %","  -.10 %","   .00 %"
"2020-05-26","  3.47 %","   .20 %","   .74 %","  -.32 %","   .00 %","   .00 %","   .63 %","   .00 %","   .53 %","   .00 %","   .44 %","   .42 %","   .54 %","   .34 %","   .29 %","   .11 %","   .00 %","   .00 %","   .00 %","   .00 %","   .59 %","  1.59 %"
"2020-05-27","  4.03 %","  1.24 %","   .73 %","  1.95 %","   .00 %","  3.17 %","  1.00 %","  1.45 %","  1.31 %","   .00 %","  1.33 %","   .52 %","  2.86 %","   .84 %","  1.73 %","   .78 %"," 10.34 %","  2.26 %","   .69 %","   .00 %","  1.17 %","   .78 %"
"2020-05-28","   .65 %","   .39 %","   .73 %","  1.60 %","   .00 %","   .00 %","   .74 %","  2.14 %","   .26 %","  1.75 %","   .87 %","   .41 %","   .52 %","   .83 %","   .99 %","   .44 %","  6.25 %","   .49 %","   .68 %","   .00 %","   .48 %","   .00 %"
"2020-05-29","  1.28 %","   .90 %","  3.25 %","  2.83 %","   .00 %","  6.15 %","   .67 %","  2.80 %","   .60 %","   .00 %","   .87 %","   .41 %","  1.56 %","   .83 %","  1.41 %","  1.55 %","   .00 %","   .24 %","   .00 %","   .00 %","  1.24 %","  1.55 %"
"2020-05-30","   .63 %","   .38 %","  1.40 %","  2.14 %","  2.08 %","  4.35 %","   .61 %","   .00 %","   .43 %","  3.45 %","   .86 %","  1.75 %","  1.53 %","   .49 %","   .69 %","   .87 %","  8.82 %","  1.46 %","  1.36 %","   .00 %","   .66 %","   .00 %"
"2020-05-31","   .00 %","   .38 %","   .34 %","  1.20 %","   .00 %","  1.39 %","   .42 %","   .00 %","   .85 %","   .00 %","   .43 %","   .51 %","   .17 %","   .33 %","  1.79 %","   .32 %","  2.70 %","   .48 %","   .00 %","   .00 %","   .56 %","   .00 %"
"2020-06-01","   .00 %","   .06 %","  1.03 %","   .00 %","   .00 %","  2.74 %","   .18 %","   .68 %","   .00 %","   .00 %","   .64 %","   .20 %","   .34 %","   .16 %","   .14 %","   .11 %","  7.89 %","   .00 %","   .00 %","   .00 %","   .09 %","   .76 %"
"2020-06-02","  1.89 %","   .25 %","  1.02 %","   .30 %","  2.04 %","  4.00 %","   .30 %","   .00 %","   .42 %","   .00 %","   .42 %","   .10 %","  1.50 %","   .16 %","   .41 %","   .22 %","  2.44 %","   .00 %","   .00 %","   .00 %","   .37 %","   .00 %"
"2020-06-03","   .62 %","   .69 %","  1.68 %","  2.06 %","   .00 %","  1.28 %","   .90 %","   .68 %","   .34 %","  1.67 %","  1.68 %","   .70 %","  1.81 %","   .32 %","  1.62 %","   .97 %","  4.76 %","   .95 %","   .00 %","   .00 %","   .74 %","   .00 %"
"2020-06-04","   .61 %","   .50 %","  1.66 %","  1.73 %","   .00 %","   .00 %","   .41 %","   .67 %","   .59 %","   .00 %","  1.44 %","  1.10 %","  1.29 %","   .48 %","  1.06 %","  1.49 %","  4.55 %","   .00 %","   .00 %","   .00 %","   .18 %","   .00 %"
"2020-06-05","  1.83 %","   .50 %","  1.30 %","  1.42 %","   .00 %","  8.86 %","   .47 %","   .67 %","   .50 %","  1.64 %","  1.42 %","   .99 %","   .48 %","   .48 %","   .26 %","   .31 %","  6.52 %","   .24 %","   .00 %","   .00 %","   .37 %","   .00 %"
"2020-06-06","   .00 %","   .06 %","   .96 %","  1.96 %","   .00 %","  4.65 %","  -.06 %","   .66 %","   .41 %","  1.61 %","   .20 %","   .68 %","   .95 %","   .16 %","   .26 %","  1.25 %","  6.12 %","   .24 %","   .00 %","   .00 %","   .27 %","   .00 %"
"2020-06-07","   .00 %","   .37 %","  4.14 %","  1.37 %","  2.00 %","   .00 %","   .35 %","   .66 %","   .66 %","  1.59 %","   .20 %","   .78 %","   .79 %","   .00 %","   .91 %","   .31 %","  1.92 %","   .24 %","   .00 %","   .00 %","   .27 %","   .00 %"
"2020-06-08","   .00 %","   .19 %","   .00 %","  1.36 %","   .00 %","   .00 %","   .18 %","  -.65 %","   .66 %","   .00 %","   .60 %","   .29 %","  -.16 %","  -.16 %","   .90 %","   .31 %","   .00 %","   .23 %","   .00 %","   .00 %","   .18 %","  2.27 %"
"2020-06-09","   .00 %","   .43 %","  2.14 %","  1.87 %","  5.88 %","  5.56 %","   .70 %","   .66 %","   .73 %","   .00 %","   .99 %","   .96 %","  1.56 %","   .16 %","   .77 %","   .21 %","  1.89 %","   .70 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-10","   .60 %","   .43 %","  2.99 %","  3.41 %","   .00 %","  5.26 %","   .06 %","   .00 %","   .57 %","   .00 %","   .20 %","  1.04 %","   .31 %","   .16 %","   .64 %","   .51 %","  1.85 %","   .23 %","   .00 %","   .00 %","   .27 %","   .00 %"
"2020-06-11","  1.79 %","   .67 %","  1.45 %","  1.52 %","  1.85 %","  2.00 %","   .00 %","  1.31 %","   .00 %","  1.56 %","   .00 %","   .47 %","  1.38 %","   .64 %","  1.39 %","   .20 %","   .00 %","   .23 %","   .00 %","   .00 %","   .09 %","  1.48 %"
"2020-06-12","   .58 %","   .18 %","   .29 %","  -.25 %","  3.64 %","  1.96 %","   .29 %","   .65 %","   .32 %","  1.54 %","   .98 %","   .09 %","   .15 %","   .16 %","   .50 %","   .41 %","  1.82 %","   .23 %","   .00 %","   .00 %","   .72 %","   .73 %"
"2020-06-13","  4.07 %","   .91 %","  1.71 %","  1.50 %","  1.75 %","  2.88 %","   .75 %","   .00 %","   .56 %","   .00 %","   .39 %","   .37 %","   .76 %","   .47 %","   .74 %","   .91 %","  1.79 %","   .69 %"," 21.48 %","   .00 %","   .81 %","   .00 %"
"2020-06-14","   .56 %","   .00 %","  1.97 %","   .49 %","  1.72 %","   .00 %","   .23 %","   .64 %","   .08 %","   .00 %","   .19 %","   .19 %","   .75 %","   .16 %","   .49 %","   .20 %","   .00 %","   .23 %","   .00 %","   .00 %","   .45 %","   .00 %"
"2020-06-15","   .00 %","   .00 %","   .28 %","  2.21 %","  3.39 %","   .93 %","   .34 %","  3.82 %","   .16 %","   .00 %","  -.19 %","   .65 %","   .89 %","   .47 %","   .37 %","   .20 %","   .00 %","   .00 %","   .00 %","   .00 %","   .18 %","   .00 %"
