"date","Andhra Pradesh/Anantapur","Andhra Pradesh/Chittoor","Andhra Pradesh/East Godavari","Andhra Pradesh/Foreign Evacuees","Andhra Pradesh/Guntur","Andhra Pradesh/Krishna","Andhra Pradesh/Kurnool","Andhra Pradesh/Other State","Andhra Pradesh/Prakasam","Andhra Pradesh/S.P.S. Nellore","Andhra Pradesh/Srikakulam","Andhra Pradesh/Visakhapatnam","Andhra Pradesh/Vizianagaram","Andhra Pradesh/West Godavari","Andhra Pradesh/Y.S.R. Kadapa"
"2021-02-08","   .00 %","   .01 %","   .01 %","","   .01 %","   .02 %","   .01 %","","   .00 %","   .01 %","   .00 %","   .01 %","   .00 %","   .00 %","   .02 %"
"2021-02-09","   .00 %","   .03 %","   .01 %","","   .01 %","   .02 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .02 %","   .00 %","   .00 %","   .01 %"
"2021-02-10","   .00 %","   .02 %","   .00 %","","   .01 %","   .02 %","   .00 %","","   .00 %","   .01 %","   .00 %","   .01 %","   .00 %","   .00 %","   .00 %"
"2021-02-11","   .00 %","   .01 %","   .00 %","","   .01 %","   .01 %","   .01 %","","   .01 %","   .01 %","   .01 %","   .03 %","   .00 %","   .01 %","   .01 %"
"2021-02-12","   .01 %","   .01 %","   .00 %","","   .01 %","   .01 %","   .00 %","","   .00 %","   .01 %","   .00 %","   .03 %","   .00 %","   .00 %","   .00 %"
"2021-02-13","   .00 %","   .01 %","   .01 %","","   .01 %","   .02 %","   .00 %","","   .00 %","   .01 %","   .01 %","   .02 %","   .00 %","   .00 %","   .01 %"
"2021-02-14","   .01 %","   .01 %","   .00 %","","   .01 %","   .01 %","   .00 %","","","   .01 %","   .00 %","   .00 %","   .00 %","   .01 %","   .01 %"
"2021-02-15","   .00 %","   .00 %","   .00 %","","   .01 %","   .00 %","   .00 %","","   .00 %","   .01 %","   .00 %","   .00 %","   .00 %","   .00 %","   .01 %"
"2021-02-16","   .00 %","   .02 %","   .00 %","","   .01 %","   .02 %","   .00 %","","","   .00 %","   .00 %","   .01 %","   .00 %","   .01 %","   .00 %"
"2021-02-17","   .01 %","   .02 %","   .00 %","","   .01 %","   .01 %","   .00 %","","","   .00 %","   .00 %","   .01 %","   .00 %","   .00 %","   .00 %"
"2021-02-18","   .00 %","   .02 %","   .01 %","","   .02 %","   .01 %","","","   .00 %","   .01 %","","   .02 %","   .00 %","   .00 %","   .01 %"
"2021-02-19","   .02 %","   .02 %","   .00 %","","   .01 %","   .01 %","   .00 %","","   .00 %","   .02 %","   .01 %","   .01 %","   .00 %","   .01 %","   .01 %"
"2021-02-20","   .00 %","   .02 %","   .00 %","","   .01 %","   .01 %","   .01 %","","   .00 %","   .00 %","","   .01 %","   .00 %","   .00 %","   .00 %"
"2021-02-21","   .00 %","   .02 %","   .00 %","","   .01 %","   .04 %","   .00 %","","   .00 %","   .01 %","   .02 %","   .02 %","   .00 %","","   .01 %"
"2021-02-22","   .00 %","   .01 %","   .01 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .01 %","   .01 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2021-02-23","   .00 %","   .02 %","   .01 %","","   .01 %","   .01 %","   .00 %","","   .00 %","   .01 %","   .01 %","   .02 %","   .01 %","   .00 %","   .00 %"
"2021-02-24","   .02 %","   .02 %","   .01 %","","   .01 %","   .01 %","   .00 %","","","   .01 %","   .02 %","   .03 %","   .01 %","   .00 %","   .01 %"
"2021-02-25","   .01 %","   .02 %","   .00 %","","   .01 %","   .01 %","   .01 %","","   .00 %","   .01 %","   .01 %","   .01 %","   .00 %","   .01 %","   .01 %"
"2021-02-26","   .01 %","   .03 %","   .01 %","","   .02 %","   .02 %","   .00 %","","","   .01 %","   .01 %","   .01 %","   .01 %","   .00 %","   .01 %"
"2021-02-27","   .01 %","   .04 %","   .01 %","","   .02 %","   .02 %","   .01 %","","   .00 %","   .01 %","   .01 %","   .02 %","","   .00 %","   .01 %"
"2021-02-28","   .01 %","   .05 %","   .00 %","","   .02 %","   .02 %","   .00 %","","   .00 %","   .01 %","   .02 %","   .01 %","   .00 %","   .01 %","   .01 %"
"2021-03-01","   .00 %","   .01 %","   .01 %","","   .01 %","   .00 %","   .01 %","","   .00 %","   .01 %","   .01 %","   .00 %","","   .00 %","   .02 %"
"2021-03-02","   .01 %","   .04 %","   .01 %","","   .01 %","   .02 %","   .00 %","","","   .00 %","   .02 %","   .01 %","","   .01 %","   .01 %"
"2021-03-03","   .02 %","   .04 %","   .01 %","","   .01 %","   .03 %","   .02 %","","","   .01 %","   .03 %","   .04 %","   .00 %","   .01 %","   .01 %"
"2021-03-04","   .01 %","   .03 %","   .01 %","","   .01 %","   .02 %","   .01 %","","   .00 %","   .01 %","   .01 %","   .04 %","","   .00 %","   .00 %"
"2021-03-05","   .01 %","   .03 %","   .01 %","","   .02 %","   .04 %","   .01 %","","","   .01 %","   .01 %","   .02 %","   .01 %","   .00 %","   .01 %"
"2021-03-06","   .01 %","   .04 %","   .00 %","","   .01 %","   .04 %","   .01 %","","   .00 %","","   .01 %","   .03 %","   .00 %","   .01 %","   .01 %"
"2021-03-07","   .02 %","   .06 %","   .00 %","","   .02 %","   .02 %","   .00 %","","   .01 %","   .01 %","   .01 %","   .02 %","   .00 %","   .00 %","   .02 %"
"2021-03-08","   .00 %","   .03 %","   .00 %","","   .00 %","   .02 %","   .02 %","","   .00 %","   .00 %","   .02 %","   .00 %","   .00 %","   .00 %","   .01 %"
"2021-03-09","   .01 %","   .04 %","   .01 %","","   .02 %","   .04 %","   .00 %","","   .00 %","   .01 %","   .00 %","   .03 %","   .00 %","   .00 %","   .01 %"
"2021-03-10","   .01 %","   .04 %","   .00 %","","   .01 %","   .05 %","   .00 %","","   .00 %","   .01 %","   .01 %","   .03 %","   .00 %","   .00 %","   .02 %"
"2021-03-11","   .01 %","   .07 %","   .01 %","","   .02 %","   .05 %","   .01 %","","   .01 %","   .00 %","   .02 %","   .04 %","","   .01 %","   .01 %"
"2021-03-12","   .02 %","   .10 %","   .03 %","","   .02 %","   .03 %","   .01 %","","   .00 %","   .00 %","   .02 %","   .03 %","   .00 %","   .00 %","   .01 %"
"2021-03-13","   .01 %","   .05 %","   .03 %","","   .02 %","   .05 %","   .00 %","","   .01 %","   .01 %","   .01 %","   .03 %","   .01 %","   .00 %","   .02 %"
"2021-03-14","   .01 %","   .10 %","   .03 %","","   .06 %","   .07 %","   .02 %","","   .02 %","   .00 %","   .02 %","   .05 %","   .01 %","   .01 %","   .02 %"
"2021-03-15","   .01 %","   .04 %","   .03 %","","   .03 %","   .02 %","   .01 %","","   .00 %","   .01 %","   .02 %","   .01 %","   .00 %","   .00 %","   .02 %"
"2021-03-16","   .04 %","   .04 %","   .02 %","","   .05 %","   .07 %","   .03 %","","   .01 %","   .02 %","   .01 %","   .07 %","   .00 %","   .00 %","   .02 %"
"2021-03-17","   .02 %","   .05 %","   .02 %","","   .09 %","   .02 %","   .04 %","","   .01 %","   .01 %","   .02 %","   .05 %","   .01 %","   .00 %","   .01 %"
"2021-03-18","   .02 %","   .07 %","   .02 %","","   .03 %","   .04 %","   .03 %","","   .00 %","   .01 %","   .01 %","   .02 %","   .01 %","   .00 %","   .04 %"
"2021-03-19","   .01 %","   .05 %","   .02 %","","   .08 %","   .08 %","   .02 %","","   .00 %","   .01 %","   .03 %","   .04 %","   .02 %","   .00 %","   .02 %"
"2021-03-20","   .03 %","   .07 %","   .02 %","","   .09 %","   .09 %","   .08 %","","   .01 %","   .03 %","   .03 %","   .07 %","   .02 %","   .01 %","   .01 %"
"2021-03-21","   .06 %","   .05 %","   .02 %","","   .11 %","   .08 %","   .08 %","","   .01 %","   .03 %","   .02 %","   .07 %","   .02 %","   .01 %","   .02 %"
"2021-03-22","   .04 %","   .06 %","   .03 %","","   .04 %","   .05 %","   .03 %","","   .02 %","   .02 %","   .04 %","   .07 %","   .02 %","","   .04 %"
"2021-03-23","   .04 %","   .06 %","   .14 %","","   .06 %","   .13 %","   .03 %","","   .02 %","   .04 %","   .02 %","   .08 %","   .00 %","   .01 %","   .01 %"
"2021-03-24","   .05 %","   .15 %","   .03 %","","   .13 %","   .13 %","   .06 %","","   .03 %","   .04 %","   .05 %","   .14 %","   .03 %","   .02 %","   .01 %"
"2021-03-25","   .08 %","   .20 %","   .04 %","","   .17 %","   .17 %","   .04 %","","   .05 %","   .05 %","   .06 %","   .16 %","   .06 %","   .01 %","   .04 %"
"2021-03-26","   .07 %","   .19 %","   .04 %","","   .23 %","   .23 %","   .09 %","","   .04 %","   .14 %","   .09 %","   .28 %","   .04 %","   .01 %","   .06 %"
"2021-03-27","   .05 %","   .21 %","   .05 %","","   .19 %","   .24 %","   .10 %","","   .04 %","   .07 %","   .12 %","   .26 %","   .05 %","   .02 %","   .07 %"
"2021-03-28","   .05 %","   .21 %","   .02 %","","   .30 %","   .28 %","   .07 %","","   .06 %","   .13 %","   .05 %","   .28 %","   .03 %","   .02 %","   .04 %"
"2021-03-29","   .08 %","   .21 %","   .02 %","","   .20 %","   .23 %","   .13 %","","   .07 %","   .13 %","   .13 %","   .23 %","   .01 %","   .01 %","   .08 %"
"2021-03-30","   .07 %","   .20 %","   .02 %","","   .26 %","   .36 %","   .06 %","","   .05 %","   .06 %","   .10 %","   .28 %","   .04 %","   .01 %","   .03 %"
"2021-03-31","   .10 %","   .13 %","   .02 %","","   .46 %","   .23 %","   .10 %","","   .07 %","   .12 %","   .10 %","   .31 %","   .05 %","   .01 %","   .11 %"
"2021-04-01","   .09 %","   .32 %","   .02 %","","   .36 %","   .33 %","   .08 %","","   .10 %","   .07 %","   .05 %","   .31 %","   .04 %","   .01 %","   .11 %"
"2021-04-02","   .04 %","   .25 %","   .02 %","","   .41 %","   .34 %","   .08 %","","   .10 %","   .19 %","   .12 %","   .31 %","   .08 %","   .01 %","   .04 %"
"2021-04-03","   .05 %","   .21 %","   .02 %","","   .35 %","   .36 %","   .16 %","","   .08 %","   .26 %","   .11 %","   .32 %","   .11 %","   .02 %","   .14 %"
"2021-04-04","   .09 %","   .38 %","   .02 %","","   .49 %","   .46 %","   .09 %","","   .13 %","   .26 %","   .12 %","   .38 %","   .11 %","   .01 %","   .10 %"
"2021-04-05","   .03 %","   .32 %","   .02 %","","   .35 %","   .28 %","   .08 %","","   .09 %","   .27 %","   .11 %","   .36 %","   .00 %","   .00 %","   .06 %"
"2021-04-06","   .10 %","   .36 %","   .02 %","","   .54 %","   .43 %","   .14 %","","   .09 %","   .37 %","   .22 %","   .42 %","   .12 %","   .03 %","   .13 %"
"2021-04-07","   .30 %","   .33 %","   .02 %","","   .47 %","   .66 %","   .29 %","","   .18 %","   .29 %","   .26 %","   .48 %","   .11 %","   .02 %","   .27 %"
"2021-04-08","   .19 %","   .52 %","   .05 %","","   .51 %","   .30 %","   .56 %","","   .24 %","   .32 %","   .40 %","   .46 %","   .11 %","   .04 %","   .17 %"
"2021-04-09","   .24 %","   .55 %","   .06 %","","   .62 %","   .68 %","   .13 %","","   .26 %","   .46 %","   .21 %","   .53 %","   .12 %","   .01 %","   .31 %"
"2021-04-10","   .19 %","   .81 %","   .09 %","","   .66 %","   .55 %","   .47 %","","   .28 %","   .21 %","   .59 %","   .62 %","   .23 %","   .03 %","   .22 %"
"2021-04-11","   .30 %","   .78 %","   .03 %","","   .62 %","   .60 %","   .31 %","","   .34 %","   .30 %","   .62 %","   .64 %","   .46 %","   .04 %","   .34 %"
"2021-04-12","   .17 %","   .71 %","   .11 %","","   .52 %","   .62 %","   .28 %","","   .17 %","   .38 %","   .59 %","   .71 %","   .20 %","   .02 %","   .46 %"
"2021-04-13","   .19 %","   .91 %","   .43 %","","   .77 %","   .51 %","   .14 %","","   .45 %","   .41 %","   .57 %","   .64 %","   .31 %","   .05 %","   .59 %"
"2021-04-14","   .43 %","   .55 %","   .49 %","","   .53 %","   .26 %","   .61 %","","   .36 %","   .42 %","  1.08 %","   .64 %","   .37 %","   .06 %","   .20 %"
"2021-04-15","   .48 %","   .89 %","   .36 %","","   .74 %","   .76 %","   .99 %","","   .37 %","   .34 %","  1.17 %","   .66 %","   .59 %","   .03 %","   .17 %"
"2021-04-16","   .45 %","  1.08 %","   .59 %","","   .89 %","   .47 %","   .86 %","","   .77 %","   .54 %","  1.08 %","   .74 %","   .71 %","   .07 %","   .42 %"
"2021-04-17","   .60 %","  1.09 %","   .71 %","","  1.08 %","   .94 %","   .78 %","","   .91 %","   .95 %","  1.33 %","   .71 %","   .71 %","   .10 %","   .35 %"
