"date","Chandigarh/Chandigarh"
"2020-07-29","44"
"2020-07-30","38"
"2020-07-31","35"
"2020-08-01","28"
"2020-08-02","38"
"2020-08-03","43"
"2020-08-04","46"
"2020-08-05","64"
"2020-08-06","57"
"2020-08-07","47"
"2020-08-08","52"
"2020-08-09","89"
"2020-08-10","80"
"2020-08-11","75"
"2020-08-12","81"
"2020-08-13","91"
"2020-08-14","86"
"2020-08-15","81"
"2020-08-16","93"
"2020-08-17","114"
"2020-08-18","89"
"2020-08-19","91"
"2020-08-20","119"
"2020-08-21","116"
"2020-08-22","145"
"2020-08-23","142"
"2020-08-24","117"
"2020-08-25","174"
"2020-08-26","167"
"2020-08-27","188"
"2020-08-28","160"
"2020-08-29","261"
"2020-08-30","170"
"2020-08-31","191"
"2020-09-01","204"
"2020-09-02","239"
"2020-09-03","276"
"2020-09-04","203"
"2020-09-05","234"
"2020-09-06","261"
"2020-09-07","232"
"2020-09-08","377"
"2020-09-09","332"
"2020-09-10","283"
"2020-09-11","305"
"2020-09-12","250"
"2020-09-13","449"
"2020-09-14","254"
"2020-09-15","347"
"2020-09-16","366"
"2020-09-17","298"
"2020-09-18","260"
"2020-09-19","290"
"2020-09-20","286"
"2020-09-21","216"
"2020-09-22","248"
"2020-09-23","180"
"2020-09-24","242"
"2020-09-25","244"
"2020-09-26","168"
"2020-09-27","173"
"2020-09-28","125"
"2020-09-29","138"
"2020-09-30","122"
"2020-10-01","119"
"2020-10-02","155"
"2020-10-03","148"
"2020-10-04","85"
"2020-10-05","133"
"2020-10-06","129"
"2020-10-07","113"
"2020-10-08","102"
"2020-10-09","63"
"2020-10-10","96"
"2020-10-11","85"
"2020-10-12","98"
"2020-10-13","71"
"2020-10-15","74"
"2020-10-16","55"
"2020-10-17","50"
"2020-10-18","64"
"2020-10-20","57"
"2020-10-21","54"
"2020-10-22","51"
"2020-10-23","72"
"2020-10-24","57"
"2020-10-25","61"
"2020-10-26","47"
"2020-10-27","67"
"2020-10-28","60"
"2020-10-29","80"
"2020-10-30","59"
"2020-10-31","67"
"2020-11-01","58"
"2020-11-02","52"
"2020-11-03","86"
"2020-11-04","94"
"2020-11-05","92"
"2020-11-06","133"
"2020-11-07","98"
"2020-11-08","109"
"2020-11-09","115"
"2020-11-10","90"
"2020-11-11","95"
"2020-11-12","109"
"2020-11-13","93"
"2020-11-15","168"
"2020-11-16","82"
"2020-11-17","136"
"2020-11-18","145"
"2020-11-19","155"
"2020-11-20","150"
"2020-11-21","119"
"2020-11-22","80"
"2020-11-23","98"
"2020-11-24","79"
"2020-11-25","87"
"2020-11-26","116"
"2020-11-27","106"
"2020-11-28","89"
"2020-11-29","96"
"2020-11-30","67"
"2020-12-01","128"
"2020-12-26","78"
"2020-12-27","63"
"2020-12-28","65"
"2020-12-29","64"
"2020-12-30","131"
"2020-12-31","66"
"2021-01-01","51"
"2021-01-02","66"
"2021-01-03","16"
"2021-01-04","55"
"2021-01-05","90"
"2021-01-07","43"
"2021-01-08","54"
"2021-01-09","50"
"2021-01-10","44"
"2021-01-11","47"
"2021-01-12","36"
"2021-01-13","37"
"2021-01-14","23"
"2021-01-15","26"
"2021-01-16","39"
"2021-01-17","34"
"2021-01-18","27"
"2021-01-19","31"
"2021-01-20","28"
"2021-01-21","16"
"2021-01-22","25"
"2021-01-23","22"
"2021-01-24","32"
"2021-01-25","61"
"2021-01-27","40"
"2021-01-28","36"
"2021-01-29","27"
"2021-01-30","17"
"2021-01-31","26"
"2021-02-01","32"
"2021-02-02","22"
"2021-02-03","36"
"2021-02-04","21"
"2021-02-05","24"
"2021-02-07","47"
"2021-02-09","21"
"2021-02-10","17"
"2021-02-11","13"
"2021-02-12","19"
"2021-02-13","17"
"2021-02-17","29"
"2021-02-18","30"
"2021-02-19","19"
"2021-02-20","26"
"2021-02-21","28"
"2021-02-22","38"
"2021-02-23","37"
"2021-02-24","41"
"2021-02-25","49"
"2021-02-26","69"
"2021-02-27","60"
"2021-02-28","51"
"2021-03-01","69"
"2021-03-02","67"
"2021-03-03","56"
"2021-03-04","78"
"2021-03-05","76"
"2021-03-06","122"
"2021-03-07","80"
"2021-03-08","79"
"2021-03-09","105"
"2021-03-10","87"
"2021-03-11","108"
"2021-03-12","135"
"2021-03-13","144"
"2021-03-14","120"
"2021-03-15","148"
"2021-03-16","147"
"2021-03-17","201"
"2021-03-18","211"
"2021-03-19","214"
"2021-03-20","203"
"2021-03-21","239"
"2021-03-22","208"
"2021-03-23","214"
"2021-03-24","249"
"2021-03-25","226"
"2021-03-26","248"
"2021-03-27","294"
"2021-03-28","296"
"2021-03-29","274"
"2021-03-30","265"
"2021-03-31","266"
"2021-04-01","257"
"2021-04-02","287"
"2021-04-03","310"
"2021-04-04","341"
"2021-04-05","285"
"2021-04-06","319"
"2021-04-07","399"
"2021-04-08","324"
"2021-04-09","422"
"2021-04-10","471"
"2021-04-11","402"
"2021-04-12","424"
"2021-04-13","397"
"2021-04-14","421"
"2021-04-15","412"
"2021-04-16","481"
"2021-04-17","431"
"2021-04-18","625"
"2021-04-19","612"
"2021-04-20","602"
"2021-04-21","622"
"2021-04-22","634"
"2021-04-23","828"
"2021-04-24","711"
"2021-04-25","749"
"2021-04-26","821"
"2021-04-27","837"
"2021-04-28","772"
"2021-04-29","801"
"2021-04-30","724"
"2021-05-01","799"
"2021-05-02","860"
"2021-05-03","890"
"2021-05-04","780"
"2021-05-05","817"
"2021-05-06","759"
"2021-05-07","890"
"2021-05-08","870"
"2021-05-09","895"
"2021-05-10","863"
