"date","Uttarakhand/Almora","Uttarakhand/Bageshwar","Uttarakhand/Chamoli","Uttarakhand/Champawat","Uttarakhand/Dehradun","Uttarakhand/Haridwar","Uttarakhand/Nainital","Uttarakhand/Pauri Garhwal","Uttarakhand/Pithoragarh","Uttarakhand/Rudraprayag","Uttarakhand/Tehri Garhwal","Uttarakhand/Udham Singh Nagar","Uttarakhand/Uttarkashi","Uttarakhand/lmora"
"2020-08-12","367","168","155","174","2231","2571","1609","290","210","108","654","1984","360",""
"2020-08-13","368","177","155","190","2267","2678","1624","295","","112","670","2176","375",""
"2020-08-14","368","179","156","195","2340","2800","1678","296","212","","693","2200","381",""
"2020-08-15","377","","169","197","2374","2935","1740","299","213","139","709","2223","381",""
"2020-08-16","380","179","194","200","2423","2990","1761","302","","","741","2244","404",""
"2020-08-17","","181","195","201","2433","3099","1784","302","214","180","756","2282","481",""
"2020-08-18","384","191","195","223","2532","3167","1882","341","215","152","798","2387","489",""
"2020-08-19","","191","214","226","2650","3206","1942","354","","153","801","2394","490",""
"2020-08-20","386","192","223","228","2737","3321","1989","360","","","818","2519","",""
"2020-08-21","400","194","228","237","2832","3422","2039","371","221","154","824","2625","531",""
"2020-08-22","419","196","232","238","2914","3555","2136","374","226","166","827","2706","572",""
"2020-08-23","423","202","241","242","2980","3661","2150","392","229","176","833","2955","635",""
"2020-08-24","416","203","244","244","3007","3792","2216","402","","177","858","3079","657",""
"2020-08-25","416","209","","250","3127","3918","2255","412","","187","896","3169","697",""
"2020-08-26","416","222","266","270","3297","3998","2336","437","236","189","932","3233","712",""
"2020-08-27","460","236","267","273","3447","4173","2458","440","274","196","981","3310","757",""
"2020-08-28","473","248","325","279","3632","4293","2513","458","286","201","1007","3382","763",""
"2020-08-29","527","264","330","285","3811","4454","2558","464","297","203","1071","3520","782",""
"2020-08-30","554","268","354","290","3931","4580","2597","484","333","211","1097","3703","828",""
"2020-08-31","564","274","354","303","4080","4718","2696","497","339","218","1149","3761","869",""
"2020-09-01","593","281","357","328","4249","4781","2802","519","","224","1191","3840","889",""
"2020-09-02","627","286","364","340","4433","5001","2899","551","367","256","1233","3952","920",""
"2020-09-03","675","287","365","360","4705","5136","3004","582","395","280","1270","4146","970",""
"2020-09-04","709","297","368","384","4910","5299","3135","667","408","293","1346","4209","981",""
"2020-09-05","741","304","398","398","5136","5432","3248","738","416","310","1401","4384","1050",""
"2020-09-06","741","310","416","","5371","5535","3287","776","437","341","1455","4453","1104",""
"2020-09-07","754","317","428","417","5612","5608","3429","860","444","356","1496","4571","1139",""
"2020-09-08","778","331","434","440","5860","5690","3541","869","460","367","1529","4627","1163",""
"2020-09-09","813","331","466","491","6111","5832","3577","937","487","416","1611","4948","1186",""
"2020-09-10","837","349","490","491","6386","5989","3695","995","528","446","1632","5196","1187",""
"2020-09-11","851","356","498","501","6667","6150","3805","1038","567","451","1661","5467","1204",""
"2020-09-12","859","369","512","511","6957","6419","3915","1069","635","476","1707","5647","1255",""
"2020-09-13","875","382","519","543","7580","6737","4126","1126","669","488","1734","5887","1302",""
"2020-09-14","882","385","555","563","7965","6961","4172","1149","688","493","1758","6101","1339",""
"2020-09-15","882","385","562","586","8386","7180","4398","1187","718","520","1789","6419","1390",""
"2020-09-16","979","469","593","586","8815","7543","4516","1238","773","527","1801","6665","1437",""
"2020-09-17","1009","482","660","595","9245","7692","4719","1290","822","542","1820","6782","1476",""
"2020-09-18","1035","511","681","602","9604","7798","4802","1322","831","548","1830","6943","1495",""
"2020-09-19","1078","524","735","621","10272","8087","5033","1421","870","561","1976","7340","1562",""
"2020-09-20","1095","526","749","632","10680","8263","5081","1476","901","574","2024","7351","1606",""
"2020-09-21","1169","531","758","645","10989","8373","5192","1500","905","589","2047","7446","1628",""
"2020-09-22","1203","543","781","646","11357","8435","5268","1542","922","599","2075","7604","1671",""
"2020-09-23","1210","564","839","653","11675","8562","5387","1590","943","621","2106","7841","1724",""
"2020-09-24","1324","567","856","658","11836","8642","5445","1622","970","635","2106","7972","1766",""
"2020-09-25","1375","588","921","688","12039","8729","5618","1729","974","648","2139","8089","1790",""
"2020-09-26","1467","590","936","725","12334","8907","5683","1809","1022","651","2151","8152","1849",""
"2020-09-27","1476","598","961","750","12575","9046","5733","1899","1033","667","2176","8241","1885",""
"2020-09-28","1495","600","968","771","12688","9175","5749","1914","1035","672","2203","8317","1910",""
"2020-09-29","1496","606","981","786","12862","9228","5796","1914","1050","676","2268","8377","1950",""
"2020-09-30","1516","632","1042","840","13198","9361","5908","1979","1074","692","2327","8435","1991",""
"2020-10-01","1529","638","1083","838","13260","9405","5958","2018","1083","718","2319","8396","1998",""
"2020-10-02","1543","641","1087","838","13327","9537","5960","2024","1083","721","2366","8396","2031",""
"2020-10-03","1543","654","1091","848","13469","9636","6031","2040","1086","728","2438","8428","2065",""
"2020-10-04","1543","680","1139","878","13941","9800","6120","2098","1115","758","2634","8603","2167",""
"2020-10-05","1543","682","1156","894","14145","9916","6160","2103","1128","770","2635","8659","2195",""
"2020-10-06","1543","701","1165","897","14268","9971","6180","2110","1148","778","2638","8698","2227",""
"2020-10-07","1543","720","1193","906","14492","10044","6241","2153","1175","785","2663","8780","2259",""
"2020-10-08","1543","730","1257","916","14562","10120","6299","2166","1197","804","2666","8812","2282",""
"2020-10-09","1560","750","1276","928","14804","10170","6372","2232","1217","874","2684","8878","2313",""
"2020-10-10","1566","764","1303","937","14971","10232","6428","2242","1226","880","2700","8941","2330",""
"2020-10-11","1570","765","1331","949","15152","10277","6486","2277","1238","886","2752","9001","2362",""
"2020-10-12","1589","769","1340","980","15260","10303","6517","2289","1248","892","2753","9017","2385",""
"2020-10-13","1601","778","1361","984","15332","10325","6534","2315","1262","895","2774","9055","2420",""
"2020-10-14","1618","787","1373","1006","15489","10380","6576","2337","1286","907","2777","9095","2434",""
"2020-10-15","1667","795","1373","1011","15639","10417","6638","2365","1298","924","2789","9117","2455",""
"2020-10-17","1694","809","1389","1026","15804","10534","6732","2413","1311","943","2811","9142","2486",""
"2020-10-18","1698","820","1418","1042","15932","10562","6766","2455","1319","953","2842","9164","2499",""
"2020-10-19","1699","824","1480","1046","16016","10578","6791","2537","1329","961","2845","9183","2517",""
"2020-10-20","1719","825","1487","1052","16106","10615","6814","2544","1344","964","2851","9191","2535",""
"2020-10-21","1743","833","1526","1060","16246","10652","6863","2591","1370","989","2871","9243","2565",""
"2020-10-22","1758","844","1554","1069","16353","10684","6909","2639","1379","1026","2890","9270","2579",""
"2020-10-23","1763","857","1564","1076","16397","10701","6942","2680","1383","1052","2902","9332","2593",""
"2020-10-25","","858","1577","1084","16486","10731","6963","2693","1384","1074","2908","9340","2602",""
"2020-10-26","1770","871","1597","1093","16583","10773","7008","2712","1403","1092","2955","9362","2612",""
"2020-10-27","1771","879","1603","1099","16641","10789","7032","2733","1410","1101","2984","9374","2628",""
"2020-10-28","1775","889","1626","1107","16720","10818","7079","2771","1415","1124","2998","9392","2634",""
"2020-10-29","1783","899","1648","1113","16798","10842","7112","2804","1429","1145","3022","9416","2642",""
"2020-10-30","1802","901","1667","1116","16876","10874","7163","2853","1443","1175","3035","9431","2666",""
"2020-10-31","1811","912","1696","1117","16972","10907","7195","2905","1446","1240","3080","9448","2686",""
"2020-11-01","1811","914","1701","1123","17016","10944","7227","2953","1448","1252","3099","9456","2693",""
"2020-11-02","1819","921","1753","1128","17100","10963","7243","2982","1467","1305","3113","9473","2701",""
"2020-11-03","1838","924","1766","1131","17174","10984","7272","3025","1486","1312","3127","9532","2713",""
"2020-11-04","1852","935","1791","1134","17295","11024","7308","3062","1509","1336","3134","9572","2720",""
"2020-11-05","1893","954","1810","1136","17379","11049","7355","3180","1523","1409","3153","9582","2729",""
"2020-11-06","1910","956","1858","1139","17542","11104","7394","3220","1537","1425","3165","9639","2736",""
"2020-11-07","1931","971","1920","1149","17690","11140","7440","3271","1573","1438","3197","9658","2745",""
"2020-11-08","1933","972","1923","1156","17787","11194","7454","3292","","1448","3208","9669","2757",""
"2020-11-09","1965","983","1980","","17877","11203","7500","3353","1599","1468","3213","9700","2767",""
"2020-11-10","1974","994","1987","1168","18007","11232","7523","3370","1624","1469","3232","9727","2785",""
"2020-11-11","1992","1003","2060","1175","18234","11287","7594","3478","1677","1530","3287","9764","2794",""
"2020-11-12","2033","1013","2108","1181","18349","11307","7654","3524","1709","1577","3296","9777","2798",""
"2020-11-15","2035","1014","2109","","18429","11316","7690","3559","1712","1577","3296","9815","2806",""
"2020-11-16","2050","1021","2121","1190","18536","11334","7714","3580","1713","1583","3303","9829","2808",""
"2020-11-17","2072","1035","2138","1198","18678","11352","7766","3603","1748","1619","3315","9848","2839",""
"2020-11-18","2089","1047","2166","1200","18831","11394","7817","3626","1755","1647","3333","9886","2840",""
"2020-11-19","2095","1060","2187","1205","18968","11429","7870","3655","1792","1655","3346","9911","2844",""
"2020-11-20","2111","1074","2232","1217","19172","11468","7913","3690","1819","1675","3369","9933","2856",""
"2020-11-21","2135","1080","2289","1222","19382","11511","7984","3728","1853","1703","3400","9963","2864",""
"2020-11-22","2140","1085","2305","1229","19563","11564","8024","3793","1891","1707","3414","9986","2879",""
"2020-11-23","2151","1089","2329","1247","19696","11613","8071","3819","1914","1712","3426","9998","2891",""
"2020-11-24","2171","1096","2349","1252","19888","11696","8108","3843","1963","1717","3432","10067","2902",""
"2020-11-25","2181","1101","2390","1264","20045","11746","8167","3890","2007","1729","3447","10090","2909",""
"2020-11-26","2195","1107","2414","1270","20173","11774","8191","3929","2058","1732","3456","10108","2914",""
"2020-11-27","2217","1115","2452","1315","20341","11817","8260","3969","2083","1752","3467","10141","2922",""
"2020-11-28","2238","1123","2472","1334","20504","11847","8271","4014","2142","1759","3488","10153","2930",""
"2020-11-29","2245","1125","2493","1344","20650","11896","8277","4071","2149","1768","3512","10186","2948",""
"2020-11-30","2245","1138","2510","1355","20835","11919","8334","4090","2198","1776","3526","10210","2959","24"
"2020-12-01","2301","1152","2553","1365","20999","11959","8358","4116","2249","1780","3551","10234","2975",""
"2020-12-26","2304","1167","2559","1374","21151","12001","8411","4127","2268","1787","3552","10254","3011",""
"2020-12-27","2305","1171","2564","1381","21323","12035","8517","4138","2275","1791","3576","10279","3038",""
"2020-12-28","2305","1175","2571","1394","21406","12055","8553","4146","2278","1791","3578","10296","3050",""
"2020-12-29","2311","1175","2576","1405","21534","12077","8601","4158","2303","1793","3590","10304","3088",""
"2020-12-30","2328","1183","2587","1416","21691","12115","8709","4167","2341","1801","3598","10326","3102",""
"2020-12-31","2340","1189","2590","1422","21790","12133","8817","4174","2350","1802","3599","10351","3111",""
"2021-01-01","2350","1192","2591","1439","21914","12165","8904","4192","2366","1810","3601","10377","3128",""
"2021-01-02","2354","1198","2600","1443","21987","12192","8969","4205","2380","1815","3610","10400","3139",""
"2021-01-03","2355","1199","2601","1450","22110","12214","9023","4218","2383","1817","3621","10411","3157",""
"2021-01-04","2362","","2605","1467","22235","12237","9097","4225","2390","1823","3623","10431","3166",""
"2021-01-05","2372","1200","2609","1474","22325","12254","9173","4225","2402","1825","3636","10443","3176",""
"2021-01-06","2379","1202","2614","1483","22394","12294","9233","4228","2402","1829","3639","10456","3188",""
"2021-01-07","2392","1204","2621","1485","22484","12322","9286","4243","2415","1831","3639","10475","3193",""
"2021-01-08","2406","1207","2628","1492","22574","12353","9344","4250","2428","1838","3645","10494","3200",""
"2021-01-09","2421","1209","2633","1494","22639","12389","9434","4274","2436","1841","3654","10515","3207",""
"2021-01-10","2469","1211","2638","1494","22721","12412","9459","4283","2439","1842","3658","10535","3208",""
"2021-01-11","2470","1212","2639","1497","22777","12427","9503","4291","2441","1846","3665","10548","3209",""
"2021-01-12","2474","1214","2641","1498","22866","12445","9546","4297","2442","1848","3668","10557","3213",""
"2021-01-13","2480","1216","2644","1498","22963","12464","9591","4304","2454","1849","3673","10567","3215",""
"2021-01-14","2481","1220","2647","1501","23003","12501","9621","4313","","1853","3679","10582","3217",""
"2021-01-15","2484","1221","2649","1505","23054","12514","9658","4325","2456","1853","3683","10592","3219",""
"2021-01-16","2498","1223","2655","1507","23144","12545","9698","4327","2464","1855","3692","10610","3221",""
"2021-01-17","","","2661","1510","23203","12556","9714","","","1858","3692","10623","3222",""
"2021-01-18","2502","","2664","","23239","12579","9752","4327","2465","1859","3692","10633","3226",""
"2021-01-19","2513","1224","2664","1510","23294","12586","9780","4327","2469","1860","3692","10634","3234",""
"2021-01-20","2520","","2665","","23365","12605","9816","4328","2470","","3692","10647","3238",""
"2021-01-21","2524","1225","2667","1511","23432","12626","9870","4328","2473","1861","3694","10651","3240",""
"2021-01-22","2524","1226","2668","1513","23486","12639","9899","4328","2475","1864","3695","10655","3240",""
"2021-01-23","2527","1226","2668","1515","23552","12649","9920","4332","2477","1865","3699","10664","3240",""
"2021-01-24","","","2669","1516","23567","12659","9943","","2478","","3700","10666","3240",""
"2021-01-25","","","2671","","23595","12669","9956","4332","2479","1866","3701","10672","3240",""
"2021-01-26","","1226","2671","","23622","12675","9959","","","1866","3702","10673","3241",""
"2021-01-27","2527","1227","2671","1517","23666","12686","9979","","2481","1866","3702","10679","3241",""
"2021-01-28","2527","1228","2672","","23710","12703","9990","4335","2481","","","10684","3241",""
"2021-01-29","2527","1228","2672","1517","23745","12716","10011","4337","2481","1867","3702","10689","3242",""
"2021-01-30","2527","","2672","","23782","12727","10028","4340","2482","1868","","10700","3243",""
"2021-01-31","","","","1518","23810","12739","10038","","","1869","","10709","3243",""
"2021-02-01","2529","","2673","","23837","12748","10046","","2482","1869","3702","10712","3244",""
"2021-02-02","2530","1229","","1520","23856","12753","10056","","","1869","3702","10721","3244",""
"2021-02-03","","","2674","","23878","12761","10067","","","","","10732","3245",""
"2021-02-04","2532","","2674","","23945","12769","10083","","2485","","3702","10739","3245",""
"2021-02-05","2534","1229","2678","","23966","12770","10092","","2487","1870","3702","10746","",""
"2021-02-06","2534","","2678","1521","23978","12782","10103","4341","2492","","","10751","",""
"2021-02-07","","","","","23982","12786","10108","","","1871","","10752","",""
"2021-02-08","","1229","","1522","24004","12802","10110","4341","2492","1871","3702","10754","",""
"2021-02-09","","1229","2685","","24022","12805","10127","","2492","","3702","10763","",""
"2021-02-10","2534","1229","2687","","24042","12810","10133","","2492","1871","3703","10764","3245",""
"2021-02-11","2535","","2690","","24059","12817","10147","","2493","","3705","10767","3245",""
"2021-02-12","","1229","2692","1523","24082","12828","10153","4342","2493","","3706","10771","3245",""
"2021-02-13","2537","","","","24094","12840","10161","","2496","","3708","10776","",""
"2021-02-14","","","","1524","24120","12849","10173","","2496","","","10782","",""
"2021-02-15","","1229","2697","","24137","12865","10181","","2496","1871","3708","10783","",""
"2021-02-16","2537","1229","2697","","24158","12873","10192","4344","2499","1872","","10790","",""
"2021-02-17","2537","","","","24175","12884","10206","","2499","","3709","10791","",""
"2021-02-18","","","2700","","24192","12893","10212","","","","","10797","",""
"2021-02-19","","","2701","","24208","12894","10219","","","","","10798","",""
"2021-02-20","2536","1223","2697","1522","24053","12869","10110","4323","2498","","3697","10763","3242",""
"2021-02-21","","","2698","","24066","12873","10116","4324","","1872","3699","10766","",""
"2021-02-22","2536","1223","2698","1523","24080","12880","10117","4327","","","3701","10770","3242",""
"2021-02-23","2536","1223","2698","","24110","12887","10120","4330","2498","","3702","10780","",""
"2021-02-24","2537","","2699","","24136","12889","10129","","","","","10788","",""
"2021-02-25","2537","","2700","1524","24145","12893","10131","","2498","","","10788","",""
"2021-02-26","","1224","","","24175","12901","10139","","2499","","","10793","",""
"2021-02-27","2537","","2700","","24217","12930","10143","4308","2499","1872","3707","10794","3242",""
"2021-02-28","2538","","2700","1525","24235","12940","10150","","","","3708","10799","",""
"2021-03-01","","","2700","","24241","12956","10151","4308","","","3709","10802","",""
"2021-03-02","2538","1224","","","24248","12963","10204","4309","","1873","3710","10802","",""
"2021-03-03","2539","","","","24263","12982","10206","4310","","1874","3711","10807","",""
"2021-03-04","2540","","2702","","24283","12995","10261","4313","2502","","","10810","",""
"2021-03-05","","1225","","","24309","12999","10278","4313","","","","10813","",""
"2021-03-06","","1226","","","24330","13022","10301","4314","2504","","3714","10816","3243",""
"2021-03-07","2541","","","","24353","13034","10312","4317","","","","10825","",""
"2021-03-08","","","2703","","24366","13044","10339","4317","","","","10832","",""
"2021-03-09","2542","","2703","1526","24390","13052","10344","4320","","","","10839","",""
"2021-03-10","","","","","24390","13071","10356","4321","","1875","3714","10842","",""
"2021-03-11","","1228","","","24412","13096","10371","4324","","1876","","10843","",""
"2021-03-12","","1230","","","24423","13119","10392","4327","","1878","3715","10846","",""
"2021-03-13","2547","1231","","","24438","13136","10403","4330","2506","","","","",""
"2021-03-14","","","","","24468","13142","10406","","2507","1879","","10855","3245",""
"2021-03-15","","","2703","","24503","13152","10413","4332","","1879","3717","10859","",""
"2021-03-16","2548","1232","","","24527","13174","10419","","","","3717","10870","",""
"2021-03-17","2549","","2703","","24567","13208","10432","4334","2509","","3717","10888","",""
"2021-03-18","2553","1233","","","24596","13231","10438","4338","2509","","3722","10903","3246",""
"2021-03-19","2554","","2704","","24625","13254","10466","4341","2509","1881","","10913","3248",""
"2021-03-20","2561","","2704","1527","24660","13277","10472","4342","","1884","3723","10917","3250",""
"2021-03-21","2563","1234","2709","","24713","13318","10486","4344","","1885","3725","10932","3251",""
"2021-03-22","2563","","","","24749","13361","10494","4345","2512","","3728","10941","3252",""
"2021-03-23","","","2715","","24796","13381","10502","","","1886","3738","10943","3252",""
"2021-03-24","2564","","","","24893","13452","10524","4353","2517","1894","3746","10957","3252",""
"2021-03-25","2567","1235","2717","","24982","13509","10543","4356","2518","1896","3754","10962","3254",""
"2021-03-26","2572","1236","2721","","25047","13567","10557","4361","","1899","3772","10969","3260",""
"2021-03-27","2574","","2722","1530","25173","13640","10569","4366","2521","1902","3787","10979","3264",""
"2021-03-28","2577","1238","","","25340","13699","10600","4383","2524","1906","3841","10999","3270",""
"2021-03-29","2578","","","","25397","13739","10606","4384","2525","","3841","","3273",""
"2021-03-30","2581","1240","2727","","25445","13759","10618","4393","","","","11021","3280",""
"2021-03-31","","1241","2729","","25616","13829","10639","4400","2527","","3843","11037","3281",""
"2021-04-01","2586","1245","2730","1531","25852","13978","10688","4414","2532","1908","3854","11059","3282",""
"2021-04-02","2592","1247","2731","1537","25991","14096","10722","4426","2534","1913","3859","11090","3285",""
"2021-04-03","2593","1263","2733","","26219","14181","10767","4437","2536","1916","3865","11113","3302",""
"2021-04-04","2607","1271","2735","1545","26440","14354","10822","4451","2541","1917","3882","11136","3311",""
"2021-04-05","2609","1272","2737","1546","26664","14548","10855","4472","","1919","3898","11187","",""
"2021-04-06","2615","1283","2740","1548","26967","14733","10962","4473","2586","1924","3973","11228","3318",""
"2021-04-07","2618","","2741","1553","27476","15041","11075","4530","","1934","3992","11312","3318",""
"2021-04-08","2634","1289","2751","1554","27715","15318","11207","4538","2592","1946","4031","11346","3325",""
"2021-04-09","2647","1298","2754","1560","28050","15547","11229","4568","2600","","4049","11419","3327",""
"2021-04-10","2661","1302","2770","1564","28639","15801","11358","4618","2606","1962","4107","11509","3330",""
"2021-04-11","2672","1310","2779","1571","29221","16187","11480","4667","2608","1967","4151","11613","3334",""
"2021-04-12","2679","1313","2786","1578","29775","16595","11594","4737","2611","1976","4207","11702","3341",""
"2021-04-13","2710","1326","2794","1599","30550","17189","11811","4770","2624","1988","4242","11874","3342",""
"2021-04-14","2802","1332","2802","1627","31346","17714","12016","4849","2628","1994","4320","11992","3350",""
"2021-04-15","2857","1347","2827","1653","32260","18327","12172","4954","2657","2043","4399","12123","3373",""
"2021-04-16","2905","1366","2856","1705","33311","18866","12468","5030","2659","2060","4438","12343","3387",""
"2021-04-17","2956","1381","2884","1749","34490","19483","12716","5185","2671","2139","4488","12608","3401",""
